"success","screen","group","trial_type","trial_index","time_elapsed","internal_node_id","label_stranger","label_friend","rt","response","question_order","timeout","failed_images","failed_audio","failed_video","stimulus","trial_duration","shape","trial_number","answer","answer_correct","correct","condition","label_condition","block_number","file","block","correct_response","Illusion_Type","Illusion_Strength","Illusion_Difference","isi","fixation_cross","type","illusion_strength","illusion_difference"
"","IG_FixationCross","","html-keyboard-response","1892","3470478","0.0-21.0-2.0-2.0-0.14","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 13%; padding-right: 3%; padding-top: 42%; padding-bottom: 32%"">+</p>","1010","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1893","3471657","0.0-21.0-2.0-2.0-1.14","Seal","Martijn","1173","arrowright","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_27.0000_0.08913.png","","","15","","","false","","","6","VerticalHorizontal_27.0000_0.08913.png","B","arrowleft","VerticalHorizontal","27.000000000","0.0891300000","3470478","<p style=""color: black; font-size: 80px; padding-left: 13%; padding-right: 3%; padding-top: 42%; padding-bottom: 32%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1894","3472577","0.0-21.0-2.0-2.0-0.15","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 6%; padding-top: 20%; padding-bottom: 20%"">+</p>","910","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1895","3473089","0.0-21.0-2.0-2.0-1.15","Seal","Martijn","507","arrowright","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-27.000_-0.16122.png","","","16","","","true","","","6","VerticalHorizontal_-27.000_-0.16122.png","B","arrowright","VerticalHorizontal","-27.00000000","-0.161220000","3472577","<p style=""color: black; font-size: 80px; padding-left: 26%; padding-right: 6%; padding-top: 20%; padding-bottom: 20%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1896","3474241","0.0-21.0-2.0-2.0-0.16","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 25%; padding-top: 10%; padding-bottom: 26%"">+</p>","1078","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1897","3475137","0.0-21.0-2.0-2.0-1.16","Seal","Martijn","889","arrowleft","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_18.0000_0.16122.png","","","17","","","true","","","6","VerticalHorizontal_18.0000_0.16122.png","B","arrowleft","VerticalHorizontal","18.000000000","0.1612200000","3474241","<p style=""color: black; font-size: 80px; padding-left: 10%; padding-right: 25%; padding-top: 10%; padding-bottom: 26%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1898","3476087","0.0-21.0-2.0-2.0-0.17","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 48%; padding-right: 16%; padding-top: 38%; padding-bottom: 49%"">+</p>","948","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1899","3476600","0.0-21.0-2.0-2.0-1.17","Seal","Martijn","508","arrowleft","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-27.000_0.16122.png","","","18","","","true","","","6","VerticalHorizontal_-27.000_0.16122.png","B","arrowleft","VerticalHorizontal","-27.00000000","0.1612200000","3476087","<p style=""color: black; font-size: 80px; padding-left: 48%; padding-right: 16%; padding-top: 38%; padding-bottom: 49%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1900","3477594","0.0-21.0-2.0-2.0-0.18","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 2%; padding-top: 29%; padding-bottom: 17%"">+</p>","991","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1901","3478609","0.0-21.0-2.0-2.0-1.18","Seal","Martijn","1008","arrowleft","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_45.0000_0.24909.png","","","19","","","true","","","6","VerticalHorizontal_45.0000_0.24909.png","B","arrowleft","VerticalHorizontal","45.000000000","0.2490900000","3477594","<p style=""color: black; font-size: 80px; padding-left: 3%; padding-right: 2%; padding-top: 29%; padding-bottom: 17%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1902","3479409","0.0-21.0-2.0-2.0-0.19","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 50%; padding-right: 44%; padding-top: 7%; padding-bottom: 29%"">+</p>","788","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1903","3479897","0.0-21.0-2.0-2.0-1.19","Seal","Martijn","481","arrowright","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-36.000_-0.0300.png","","","20","","","true","","","6","VerticalHorizontal_-36.000_-0.0300.png","B","arrowright","VerticalHorizontal","-36.00000000","-0.030000000","3479409","<p style=""color: black; font-size: 80px; padding-left: 50%; padding-right: 44%; padding-top: 7%; padding-bottom: 29%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1904","3480901","0.0-21.0-2.0-2.0-0.20","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 21%; padding-top: 21%; padding-bottom: 50%"">+</p>","998","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1905","3481281","0.0-21.0-2.0-2.0-1.20","Seal","Martijn","373","arrowright","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_-9.0000_-0.24909.png","","","21","","","true","","","6","VerticalHorizontal_-9.0000_-0.24909.png","B","arrowright","VerticalHorizontal","-9.000000000","-0.249090000","3480901","<p style=""color: black; font-size: 80px; padding-left: 16%; padding-right: 21%; padding-top: 21%; padding-bottom: 50%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1906","3482262","0.0-21.0-2.0-2.0-0.21","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 15%; padding-right: 29%; padding-top: 28%; padding-bottom: 3%"">+</p>","921","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1907","3482913","0.0-21.0-2.0-2.0-1.21","Seal","Martijn","644","arrowright","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_18.0000_0.03000.png","","","22","","","false","","","6","VerticalHorizontal_18.0000_0.03000.png","B","arrowleft","VerticalHorizontal","18.000000000","0.0300000000","3482262","<p style=""color: black; font-size: 80px; padding-left: 15%; padding-right: 29%; padding-top: 28%; padding-bottom: 3%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1908","3483610","0.0-21.0-2.0-2.0-0.22","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 29%; padding-top: 15%; padding-bottom: 34%"">+</p>","694","","","","","","","","","","","","","","","","","","",""
"","IG_Trial","","image-keyboard-response","1909","3484338","0.0-21.0-2.0-2.0-1.22","Seal","Martijn","721","arrowright","","","","","","https://realitybending.github.io/IllusionGame/v3/stimuli/VerticalHorizontal_18.0000_-0.24909.png","","","23","","","true","","","6","VerticalHorizontal_18.0000_-0.24909.png","B","arrowright","VerticalHorizontal","18.000000000","-0.249090000","3483610","<p style=""color: black; font-size: 80px; padding-left: 29%; padding-right: 29%; padding-top: 15%; padding-bottom: 34%"">+</p>","VerticalHorizontal","function () {
            return jsPsych.timelineVariable(""Illusion_Strength"")
        }","function () {
            return jsPsych.timelineVariable(""Difference"")
        }"
"","IG_FixationCross","","html-keyboard-response","1910","3485389","0.0-21.0-2.0-2.0-0.23","Seal","Martijn","null","null","","","","","","<p style=""color: black; font-size: 80px; padding-left: 43%; padding-right: 9%; padding-top: 49%; padding-bottom: 41%"">+</p>","1036","","","","","","","","","","","","","","","","","","",""
