Participant,Trial,Answer,Correct,Correct_Answer,Condition,RT,Response,Shape
2nqz6f4zpj,14.0,Mia,True,Mia,Friend,408.0,n,triangle
2nqz6f4zpj,15.0,Shakira,True,Shakira,Stranger,490.0,b,square
2nqz6f4zpj,16.0,You,True,You,Self,575.0,v,circle
2nqz6f4zpj,17.0,Mia,True,Mia,Friend,623.0,n,triangle
2nqz6f4zpj,18.0,Shakira,True,Shakira,Stranger,485.0,b,square
2nqz6f4zpj,19.0,You,True,You,Self,1095.0,v,circle
2nqz6f4zpj,20.0,You,True,You,Self,380.0,v,circle
2nqz6f4zpj,325.0,You,True,You,Self,4538.0,v,triangle
0uouk7qssy,1.0,,False,You,Self,,,triangle
0uouk7qssy,2.0,Elvis,True,Elvis,Stranger,1731.0,b,circle
0uouk7qssy,3.0,Sthe,True,Sthe,Friend,1077.0,n,square
0uouk7qssy,4.0,Elvis,True,Elvis,Stranger,825.0,b,circle
0uouk7qssy,5.0,You,True,You,Self,884.0,v,triangle
0uouk7qssy,6.0,Elvis,True,Elvis,Stranger,970.0,b,circle
0uouk7qssy,7.0,Sthe,True,Sthe,Friend,502.0,n,square
0uouk7qssy,8.0,Sthe,True,Sthe,Friend,830.0,n,square
0uouk7qssy,9.0,Elvis,True,Elvis,Stranger,736.0,b,circle
0uouk7qssy,10.0,Elvis,True,Elvis,Stranger,560.0,b,circle
0uouk7qssy,11.0,Sthe,True,Sthe,Friend,623.0,n,square
0uouk7qssy,12.0,Sthe,True,Sthe,Friend,867.0,n,square
0uouk7qssy,13.0,Sthe,True,Sthe,Friend,506.0,n,square
0uouk7qssy,14.0,Sthe,True,Sthe,Friend,524.0,n,square
0uouk7qssy,15.0,You,True,You,Self,887.0,v,triangle
0uouk7qssy,16.0,You,True,You,Self,574.0,v,triangle
0uouk7qssy,17.0,Elvis,True,Elvis,Stranger,495.0,b,circle
0uouk7qssy,18.0,You,True,You,Self,632.0,v,triangle
0uouk7qssy,19.0,You,True,You,Self,667.0,v,triangle
0uouk7qssy,20.0,Elvis,True,Elvis,Stranger,887.0,b,circle
0u5okhrpdu,1.0,You,True,You,Self,1916.0,v,circle
0u5okhrpdu,2.0,Wendy,True,Wendy,Friend,1237.0,n,triangle
0u5okhrpdu,3.0,You,True,You,Self,513.0,v,circle
0u5okhrpdu,4.0,You,True,You,Self,609.0,v,circle
0u5okhrpdu,5.0,Beyonce,True,Beyonce,Stranger,403.0,b,square
0u5okhrpdu,6.0,Wendy,True,Wendy,Friend,502.0,n,triangle
0u5okhrpdu,7.0,Wendy,True,Wendy,Friend,406.0,n,triangle
0u5okhrpdu,8.0,You,True,You,Self,527.0,v,circle
0u5okhrpdu,9.0,Beyonce,True,Beyonce,Stranger,425.0,b,square
0u5okhrpdu,10.0,Beyonce,True,Beyonce,Stranger,491.0,b,square
0u5okhrpdu,11.0,Beyonce,True,Beyonce,Stranger,361.0,b,square
0u5okhrpdu,12.0,Beyonce,True,Beyonce,Stranger,351.0,b,square
0u5okhrpdu,13.0,Wendy,True,Wendy,Friend,570.0,n,triangle
0u5okhrpdu,14.0,Wendy,True,Wendy,Friend,583.0,n,triangle
0u5okhrpdu,15.0,Beyonce,True,Beyonce,Stranger,481.0,b,square
0u5okhrpdu,16.0,Beyonce,False,Wendy,Friend,377.0,b,triangle
0u5okhrpdu,17.0,Wendy,True,Wendy,Friend,547.0,n,triangle
0u5okhrpdu,18.0,Beyonce,True,Beyonce,Stranger,390.0,b,square
0u5okhrpdu,19.0,Wendy,True,Wendy,Friend,480.0,n,triangle
0u5okhrpdu,20.0,Beyonce,True,Beyonce,Stranger,464.0,b,square
0u5okhrpdu,21.0,Wendy,True,Wendy,Friend,460.0,n,triangle
0u5okhrpdu,22.0,Beyonce,True,Beyonce,Stranger,477.0,b,square
0u5okhrpdu,23.0,Beyonce,True,Beyonce,Stranger,439.0,b,square
0u5okhrpdu,24.0,Beyonce,True,Beyonce,Stranger,426.0,b,square
0u5okhrpdu,25.0,Beyonce,True,Beyonce,Stranger,513.0,b,square
0u5okhrpdu,26.0,Wendy,True,Wendy,Friend,428.0,n,triangle
0u5okhrpdu,27.0,You,True,You,Self,526.0,v,circle
0u5okhrpdu,28.0,Wendy,True,Wendy,Friend,790.0,n,triangle
0u5okhrpdu,29.0,Wendy,True,Wendy,Friend,604.0,n,triangle
0u5okhrpdu,30.0,You,True,You,Self,470.0,v,circle
0u5okhrpdu,31.0,You,True,You,Self,867.0,v,circle
0u5okhrpdu,32.0,Wendy,True,Wendy,Friend,514.0,n,triangle
0u5okhrpdu,33.0,Beyonce,True,Beyonce,Stranger,621.0,b,square
0u5okhrpdu,34.0,Beyonce,True,Beyonce,Stranger,456.0,b,square
0u5okhrpdu,35.0,Beyonce,True,Beyonce,Stranger,544.0,b,square
gb480fgn5a,1.0,Eminem,True,Eminem,Stranger,3379.0,b,square
gb480fgn5a,2.0,You,True,You,Self,1607.0,v,triangle
gb480fgn5a,3.0,Eminem,True,Eminem,Stranger,1724.0,b,square
gb480fgn5a,4.0,Eminem,True,Eminem,Stranger,648.0,b,square
gb480fgn5a,5.0,You,True,You,Self,989.0,v,triangle
gb480fgn5a,6.0,Bartek,True,Bartek,Friend,444.0,n,circle
gb480fgn5a,7.0,You,True,You,Self,787.0,v,triangle
gb480fgn5a,8.0,You,True,You,Self,570.0,v,triangle
gb480fgn5a,9.0,You,True,You,Self,722.0,v,triangle
gb480fgn5a,10.0,You,True,You,Self,503.0,v,triangle
gb480fgn5a,11.0,Eminem,True,Eminem,Stranger,487.0,b,square
gb480fgn5a,12.0,Eminem,True,Eminem,Stranger,433.0,b,square
gb480fgn5a,13.0,Bartek,True,Bartek,Friend,492.0,n,circle
gb480fgn5a,14.0,You,True,You,Self,607.0,v,triangle
gb480fgn5a,15.0,Bartek,True,Bartek,Friend,690.0,n,circle
gb480fgn5a,16.0,You,True,You,Self,636.0,v,triangle
gb480fgn5a,17.0,Bartek,True,Bartek,Friend,572.0,n,circle
gb480fgn5a,18.0,Eminem,True,Eminem,Stranger,721.0,b,square
gb480fgn5a,19.0,You,True,You,Self,701.0,v,triangle
x642abd37o,1.0,,False,Rihanna,Stranger,,,square
x642abd37o,2.0,You,True,You,Self,1545.0,v,circle
x642abd37o,3.0,Pabz,True,Pabz,Friend,847.0,n,triangle
x642abd37o,4.0,You,False,Pabz,Friend,997.0,v,triangle
x642abd37o,5.0,You,True,You,Self,573.0,v,circle
x642abd37o,6.0,Pabz,True,Pabz,Friend,441.0,n,triangle
x642abd37o,7.0,Rihanna,True,Rihanna,Stranger,693.0,b,square
x642abd37o,8.0,You,True,You,Self,1193.0,v,circle
x642abd37o,9.0,You,True,You,Self,753.0,v,circle
x642abd37o,10.0,Pabz,True,Pabz,Friend,962.0,n,triangle
x642abd37o,11.0,Rihanna,True,Rihanna,Stranger,1117.0,b,square
x642abd37o,12.0,You,True,You,Self,1304.0,v,circle
x642abd37o,13.0,You,True,You,Self,652.0,v,circle
x642abd37o,14.0,Rihanna,True,Rihanna,Stranger,1517.0,b,square
x642abd37o,15.0,You,True,You,Self,614.0,v,circle
x642abd37o,16.0,Rihanna,True,Rihanna,Stranger,704.0,b,square
x642abd37o,17.0,You,True,You,Self,721.0,v,circle
x642abd37o,18.0,You,True,You,Self,647.0,v,circle
x642abd37o,19.0,Rihanna,True,Rihanna,Stranger,586.0,b,square
x642abd37o,20.0,Pabz,True,Pabz,Friend,496.0,n,triangle
x642abd37o,21.0,You,True,You,Self,984.0,v,circle
x642abd37o,22.0,You,True,You,Self,615.0,v,circle
x642abd37o,23.0,Pabz,True,Pabz,Friend,724.0,n,triangle
km4r9pss22,1.0,,False,Kuba,Friend,,,triangle
km4r9pss22,2.0,You,True,You,Self,5046.0,v,square
km4r9pss22,3.0,Eminem,False,Kuba,Friend,5043.0,b,triangle
km4r9pss22,4.0,Eminem,True,Eminem,Stranger,5334.0,b,circle
km4r9pss22,5.0,You,True,You,Self,2680.0,v,square
km4r9pss22,6.0,Kuba,True,Kuba,Friend,2550.0,n,triangle
km4r9pss22,7.0,You,True,You,Self,1944.0,v,square
km4r9pss22,8.0,You,True,You,Self,2749.0,v,square
km4r9pss22,9.0,Eminem,True,Eminem,Stranger,1679.0,b,circle
km4r9pss22,10.0,You,True,You,Self,1672.0,v,square
km4r9pss22,11.0,You,True,You,Self,1724.0,v,square
km4r9pss22,12.0,Eminem,True,Eminem,Stranger,1360.0,b,circle
km4r9pss22,13.0,Kuba,True,Kuba,Friend,1401.0,n,triangle
km4r9pss22,14.0,Kuba,True,Kuba,Friend,1250.0,n,triangle
km4r9pss22,15.0,You,True,You,Self,1165.0,v,square
km4r9pss22,16.0,You,True,You,Self,1275.0,v,square
km4r9pss22,17.0,Eminem,True,Eminem,Stranger,1740.0,b,circle
km4r9pss22,18.0,Kuba,True,Kuba,Friend,1599.0,n,triangle
km4r9pss22,19.0,You,True,You,Self,1554.0,v,square
km4r9pss22,20.0,Eminem,True,Eminem,Stranger,940.0,b,circle
km4r9pss22,21.0,You,True,You,Self,1015.0,v,square
km4r9pss22,22.0,Kuba,True,Kuba,Friend,891.0,n,triangle
una9c3lodk,1.0,You,True,You,Self,2979.0,v,triangle
una9c3lodk,2.0,You,True,You,Self,1150.0,v,triangle
una9c3lodk,3.0,Niki,True,Niki,Friend,1583.0,n,circle
una9c3lodk,4.0,Beyonce,True,Beyonce,Stranger,681.0,b,square
una9c3lodk,5.0,Beyonce,True,Beyonce,Stranger,801.0,b,square
una9c3lodk,6.0,Niki,True,Niki,Friend,555.0,n,circle
una9c3lodk,7.0,You,True,You,Self,628.0,v,triangle
una9c3lodk,8.0,You,True,You,Self,1003.0,v,triangle
una9c3lodk,9.0,Niki,True,Niki,Friend,652.0,n,circle
una9c3lodk,10.0,You,True,You,Self,1038.0,v,triangle
una9c3lodk,11.0,Beyonce,True,Beyonce,Stranger,547.0,b,square
una9c3lodk,12.0,Beyonce,True,Beyonce,Stranger,484.0,b,square
una9c3lodk,13.0,Beyonce,True,Beyonce,Stranger,575.0,b,square
una9c3lodk,14.0,Beyonce,True,Beyonce,Stranger,568.0,b,square
una9c3lodk,15.0,Beyonce,True,Beyonce,Stranger,712.0,b,square
una9c3lodk,16.0,Niki,True,Niki,Friend,649.0,n,circle
una9c3lodk,17.0,Beyonce,True,Beyonce,Stranger,629.0,b,square
una9c3lodk,18.0,Beyonce,True,Beyonce,Stranger,731.0,b,square
una9c3lodk,19.0,You,True,You,Self,526.0,v,triangle
sg0t2p08et,1.0,Eminem,True,Eminem,Stranger,3577.0,b,circle
sg0t2p08et,2.0,You,True,You,Self,1011.0,v,square
sg0t2p08et,3.0,Daniel,True,Daniel,Friend,1144.0,n,triangle
sg0t2p08et,4.0,Daniel,True,Daniel,Friend,687.0,n,triangle
sg0t2p08et,5.0,You,True,You,Self,913.0,v,square
sg0t2p08et,6.0,Daniel,True,Daniel,Friend,569.0,n,triangle
sg0t2p08et,7.0,You,True,You,Self,1273.0,v,square
sg0t2p08et,8.0,Eminem,False,Daniel,Friend,2617.0,b,triangle
sg0t2p08et,9.0,Eminem,True,Eminem,Stranger,859.0,b,circle
sg0t2p08et,10.0,Eminem,True,Eminem,Stranger,832.0,b,circle
sg0t2p08et,11.0,You,True,You,Self,627.0,v,square
sg0t2p08et,12.0,Daniel,True,Daniel,Friend,442.0,n,triangle
sg0t2p08et,13.0,Eminem,True,Eminem,Stranger,3118.0,b,circle
sg0t2p08et,14.0,You,True,You,Self,894.0,v,square
sg0t2p08et,15.0,Daniel,True,Daniel,Friend,914.0,n,triangle
sg0t2p08et,16.0,Daniel,True,Daniel,Friend,1137.0,n,triangle
sg0t2p08et,17.0,Daniel,True,Daniel,Friend,643.0,n,triangle
sg0t2p08et,18.0,Daniel,True,Daniel,Friend,517.0,n,triangle
sg0t2p08et,19.0,Daniel,True,Daniel,Friend,555.0,n,triangle
sg0t2p08et,20.0,You,True,You,Self,736.0,v,square
sg0t2p08et,21.0,You,True,You,Self,1416.0,v,square
sg0t2p08et,22.0,You,True,You,Self,447.0,v,square
sg0t2p08et,23.0,Eminem,True,Eminem,Stranger,568.0,b,circle
sg0t2p08et,24.0,Eminem,True,Eminem,Stranger,623.0,b,circle
sg0t2p08et,25.0,Daniel,True,Daniel,Friend,451.0,n,triangle
sg0t2p08et,26.0,Eminem,False,You,Self,598.0,b,square
sg0t2p08et,27.0,Eminem,True,Eminem,Stranger,1054.0,b,circle
sg0t2p08et,28.0,Daniel,True,Daniel,Friend,1009.0,n,triangle
sg0t2p08et,29.0,Daniel,True,Daniel,Friend,958.0,n,triangle
sg0t2p08et,30.0,Eminem,True,Eminem,Stranger,809.0,b,circle
sg0t2p08et,31.0,Daniel,True,Daniel,Friend,1013.0,n,triangle
sg0t2p08et,32.0,Daniel,True,Daniel,Friend,1418.0,n,triangle
sg0t2p08et,33.0,Eminem,True,Eminem,Stranger,659.0,b,circle
sg0t2p08et,34.0,You,True,You,Self,524.0,v,square
sg0t2p08et,35.0,Eminem,True,Eminem,Stranger,868.0,b,circle
sg0t2p08et,36.0,Daniel,False,You,Self,919.0,n,square
sg0t2p08et,37.0,Eminem,True,Eminem,Stranger,854.0,b,circle
sg0t2p08et,38.0,You,True,You,Self,614.0,v,square
sg0t2p08et,39.0,Eminem,True,Eminem,Stranger,951.0,b,circle
sg0t2p08et,40.0,Eminem,True,Eminem,Stranger,945.0,b,circle
sg0t2p08et,41.0,Daniel,True,Daniel,Friend,1306.0,n,triangle
sg0t2p08et,42.0,You,True,You,Self,1474.0,v,square
sg0t2p08et,43.0,Daniel,True,Daniel,Friend,1201.0,n,triangle
sg0t2p08et,44.0,You,True,You,Self,1449.0,v,square
sg0t2p08et,45.0,Eminem,True,Eminem,Stranger,1240.0,b,circle
sg0t2p08et,46.0,You,True,You,Self,1096.0,v,square
sg0t2p08et,47.0,Eminem,True,Eminem,Stranger,1173.0,b,circle
sg0t2p08et,48.0,Daniel,True,Daniel,Friend,843.0,n,triangle
sg0t2p08et,49.0,Daniel,True,Daniel,Friend,746.0,n,triangle
sg0t2p08et,50.0,You,True,You,Self,399.0,v,square
sg0t2p08et,51.0,You,True,You,Self,590.0,v,square
sg0t2p08et,52.0,Eminem,True,Eminem,Stranger,444.0,b,circle
sg0t2p08et,53.0,You,True,You,Self,560.0,v,square
sg0t2p08et,54.0,Eminem,True,Eminem,Stranger,663.0,b,circle
sg0t2p08et,55.0,You,True,You,Self,566.0,v,square
rqtdu85y4b,1.0,,False,Asa,Friend,,,square
rqtdu85y4b,2.0,You,True,You,Self,3150.0,v,triangle
rqtdu85y4b,3.0,Beyonce,True,Beyonce,Stranger,2148.0,b,circle
rqtdu85y4b,4.0,Beyonce,True,Beyonce,Stranger,1235.0,b,circle
rqtdu85y4b,5.0,You,True,You,Self,1380.0,v,triangle
rqtdu85y4b,6.0,Asa,True,Asa,Friend,1175.0,n,square
rqtdu85y4b,7.0,You,True,You,Self,902.0,v,triangle
rqtdu85y4b,8.0,Beyonce,False,Asa,Friend,789.0,b,square
rqtdu85y4b,9.0,Beyonce,True,Beyonce,Stranger,917.0,b,circle
rqtdu85y4b,10.0,Beyonce,True,Beyonce,Stranger,742.0,b,circle
rqtdu85y4b,11.0,Beyonce,True,Beyonce,Stranger,700.0,b,circle
rqtdu85y4b,12.0,Beyonce,True,Beyonce,Stranger,621.0,b,circle
rqtdu85y4b,13.0,Beyonce,True,Beyonce,Stranger,726.0,b,circle
rqtdu85y4b,14.0,You,True,You,Self,669.0,v,triangle
rqtdu85y4b,15.0,You,True,You,Self,661.0,v,triangle
rqtdu85y4b,16.0,Asa,True,Asa,Friend,678.0,n,square
rqtdu85y4b,17.0,You,True,You,Self,605.0,v,triangle
rqtdu85y4b,18.0,You,True,You,Self,734.0,v,triangle
rqtdu85y4b,19.0,Asa,True,Asa,Friend,502.0,n,square
rqtdu85y4b,20.0,You,True,You,Self,598.0,v,triangle
rqtdu85y4b,21.0,Asa,True,Asa,Friend,557.0,n,square
rqtdu85y4b,22.0,Beyonce,True,Beyonce,Stranger,661.0,b,circle
rqtdu85y4b,23.0,Asa,True,Asa,Friend,558.0,n,square
rqtdu85y4b,24.0,You,True,You,Self,629.0,v,triangle
rqtdu85y4b,25.0,Beyonce,True,Beyonce,Stranger,636.0,b,circle
rqtdu85y4b,26.0,Beyonce,True,Beyonce,Stranger,591.0,b,circle
rqtdu85y4b,27.0,Asa,True,Asa,Friend,646.0,n,square
gf04fuxx3w,1.0,You,False,Dora,Friend,5295.0,v,circle
gf04fuxx3w,2.0,You,True,You,Self,4262.0,v,square
gf04fuxx3w,3.0,Pink,True,Pink,Stranger,5031.0,b,triangle
gf04fuxx3w,4.0,You,True,You,Self,1484.0,v,square
gf04fuxx3w,5.0,Pink,True,Pink,Stranger,1575.0,b,triangle
gf04fuxx3w,6.0,Dora,True,Dora,Friend,1732.0,n,circle
gf04fuxx3w,7.0,Pink,False,Dora,Friend,4528.0,b,circle
gf04fuxx3w,8.0,Dora,True,Dora,Friend,1782.0,n,circle
gf04fuxx3w,9.0,You,True,You,Self,1293.0,v,square
gf04fuxx3w,10.0,,False,You,Self,,,square
gf04fuxx3w,11.0,,False,Dora,Friend,,,circle
gf04fuxx3w,12.0,You,True,You,Self,5163.0,v,square
gf04fuxx3w,13.0,Pink,True,Pink,Stranger,1342.0,b,triangle
gf04fuxx3w,14.0,You,True,You,Self,715.0,v,square
gf04fuxx3w,15.0,Dora,True,Dora,Friend,716.0,n,circle
gf04fuxx3w,16.0,You,True,You,Self,1180.0,v,square
gf04fuxx3w,17.0,Dora,True,Dora,Friend,958.0,n,circle
gf04fuxx3w,18.0,Pink,True,Pink,Stranger,1735.0,b,triangle
gf04fuxx3w,19.0,Pink,True,Pink,Stranger,613.0,b,triangle
gf04fuxx3w,20.0,You,True,You,Self,1972.0,v,square
gf04fuxx3w,21.0,Pink,True,Pink,Stranger,1236.0,b,triangle
gf04fuxx3w,22.0,Pink,True,Pink,Stranger,593.0,b,triangle
gf04fuxx3w,23.0,Pink,True,Pink,Stranger,1140.0,b,triangle
gf04fuxx3w,24.0,Dora,True,Dora,Friend,817.0,n,circle
gf04fuxx3w,25.0,Pink,True,Pink,Stranger,803.0,b,triangle
gf04fuxx3w,26.0,Dora,True,Dora,Friend,2015.0,n,circle
gf04fuxx3w,27.0,You,True,You,Self,794.0,v,square
gf04fuxx3w,28.0,Pink,True,Pink,Stranger,1451.0,b,triangle
gf04fuxx3w,29.0,Dora,False,You,Self,1319.0,n,square
gf04fuxx3w,30.0,Pink,True,Pink,Stranger,702.0,b,triangle
gf04fuxx3w,31.0,You,True,You,Self,1319.0,v,square
gf04fuxx3w,32.0,Dora,True,Dora,Friend,1134.0,n,circle
gf04fuxx3w,33.0,Dora,True,Dora,Friend,703.0,n,circle
gf04fuxx3w,34.0,You,True,You,Self,905.0,v,square
gf04fuxx3w,35.0,You,True,You,Self,1285.0,v,square
gf04fuxx3w,36.0,Pink,True,Pink,Stranger,1003.0,b,triangle
gf04fuxx3w,37.0,Pink,True,Pink,Stranger,562.0,b,triangle
gf04fuxx3w,38.0,Pink,True,Pink,Stranger,502.0,b,triangle
gf04fuxx3w,39.0,Dora,True,Dora,Friend,938.0,n,circle
gf04fuxx3w,40.0,You,True,You,Self,1970.0,v,square
gf04fuxx3w,41.0,Pink,True,Pink,Stranger,643.0,b,triangle
gf04fuxx3w,42.0,Dora,True,Dora,Friend,658.0,n,circle
gf04fuxx3w,43.0,Dora,True,Dora,Friend,1053.0,n,circle
gf04fuxx3w,44.0,Dora,True,Dora,Friend,536.0,n,circle
gf04fuxx3w,45.0,Dora,True,Dora,Friend,377.0,n,circle
gf04fuxx3w,46.0,Pink,True,Pink,Stranger,605.0,b,triangle
gf04fuxx3w,47.0,Pink,True,Pink,Stranger,436.0,b,triangle
gf04fuxx3w,48.0,You,True,You,Self,680.0,v,square
oyah60q1b7,1.0,You,False,Sting,Stranger,4633.0,v,triangle
oyah60q1b7,2.0,Sting,False,You,Self,962.0,b,square
oyah60q1b7,3.0,Sting,True,Sting,Stranger,2598.0,b,triangle
oyah60q1b7,4.0,Sting,False,You,Self,802.0,b,square
oyah60q1b7,5.0,You,True,You,Self,3345.0,v,square
oyah60q1b7,6.0,Evan,True,Evan,Friend,1156.0,n,circle
oyah60q1b7,7.0,You,True,You,Self,1970.0,v,square
oyah60q1b7,8.0,You,True,You,Self,828.0,v,square
oyah60q1b7,9.0,Sting,True,Sting,Stranger,731.0,b,triangle
oyah60q1b7,10.0,Evan,True,Evan,Friend,558.0,n,circle
oyah60q1b7,11.0,You,True,You,Self,1164.0,v,square
oyah60q1b7,12.0,Evan,True,Evan,Friend,958.0,n,circle
oyah60q1b7,13.0,Evan,True,Evan,Friend,592.0,n,circle
oyah60q1b7,14.0,You,True,You,Self,825.0,v,square
oyah60q1b7,15.0,You,True,You,Self,650.0,v,square
oyah60q1b7,16.0,You,True,You,Self,793.0,v,square
oyah60q1b7,17.0,You,False,Sting,Stranger,395.0,v,triangle
oyah60q1b7,18.0,Sting,False,You,Self,569.0,b,square
oyah60q1b7,19.0,You,False,Sting,Stranger,845.0,v,triangle
oyah60q1b7,20.0,You,True,You,Self,687.0,v,square
oyah60q1b7,21.0,Sting,True,Sting,Stranger,669.0,b,triangle
oyah60q1b7,22.0,Sting,True,Sting,Stranger,1010.0,b,triangle
oyah60q1b7,23.0,Evan,True,Evan,Friend,783.0,n,circle
oyah60q1b7,24.0,Sting,True,Sting,Stranger,520.0,b,triangle
oyah60q1b7,25.0,You,False,Sting,Stranger,567.0,v,triangle
oyah60q1b7,26.0,Sting,True,Sting,Stranger,985.0,b,triangle
oyah60q1b7,27.0,Evan,True,Evan,Friend,574.0,n,circle
oyah60q1b7,28.0,Evan,True,Evan,Friend,859.0,n,circle
oyah60q1b7,29.0,Sting,True,Sting,Stranger,631.0,b,triangle
oyah60q1b7,30.0,Sting,True,Sting,Stranger,666.0,b,triangle
oyah60q1b7,31.0,You,True,You,Self,1159.0,v,square
oyah60q1b7,32.0,Sting,True,Sting,Stranger,968.0,b,triangle
oyah60q1b7,33.0,Evan,True,Evan,Friend,665.0,n,circle
oyah60q1b7,34.0,Evan,True,Evan,Friend,1348.0,n,circle
oyah60q1b7,35.0,Sting,True,Sting,Stranger,516.0,b,triangle
oyah60q1b7,36.0,Sting,False,Evan,Friend,1038.0,b,circle
oyah60q1b7,37.0,Sting,True,Sting,Stranger,814.0,b,triangle
oyah60q1b7,38.0,Sting,True,Sting,Stranger,626.0,b,triangle
oyah60q1b7,39.0,You,True,You,Self,587.0,v,square
oyah60q1b7,40.0,Evan,True,Evan,Friend,494.0,n,circle
oyah60q1b7,41.0,Evan,True,Evan,Friend,1009.0,n,circle
oyah60q1b7,42.0,You,True,You,Self,968.0,v,square
oyah60q1b7,43.0,Sting,True,Sting,Stranger,639.0,b,triangle
oyah60q1b7,44.0,Sting,True,Sting,Stranger,818.0,b,triangle
oyah60q1b7,45.0,You,True,You,Self,1290.0,v,square
oyah60q1b7,46.0,You,True,You,Self,623.0,v,square
oyah60q1b7,47.0,Sting,False,You,Self,482.0,b,square
oyah60q1b7,48.0,Sting,True,Sting,Stranger,1007.0,b,triangle
oyah60q1b7,49.0,You,True,You,Self,534.0,v,square
oyah60q1b7,50.0,You,True,You,Self,928.0,v,square
oyah60q1b7,51.0,You,True,You,Self,344.0,v,square
oyah60q1b7,52.0,Evan,True,Evan,Friend,803.0,n,circle
oyah60q1b7,53.0,Evan,True,Evan,Friend,606.0,n,circle
oyah60q1b7,54.0,Evan,True,Evan,Friend,953.0,n,circle
oyah60q1b7,55.0,You,True,You,Self,568.0,v,square
oyah60q1b7,56.0,You,False,Evan,Friend,524.0,v,circle
oyah60q1b7,57.0,Evan,True,Evan,Friend,789.0,n,circle
oyah60q1b7,58.0,You,True,You,Self,725.0,v,square
oyah60q1b7,59.0,Sting,False,You,Self,627.0,b,square
oyah60q1b7,60.0,Sting,True,Sting,Stranger,679.0,b,triangle
oyah60q1b7,61.0,You,True,You,Self,636.0,v,square
oyah60q1b7,62.0,Sting,True,Sting,Stranger,572.0,b,triangle
oyah60q1b7,63.0,Evan,True,Evan,Friend,594.0,n,circle
oyah60q1b7,64.0,Evan,False,You,Self,1698.0,n,square
oyah60q1b7,65.0,Evan,True,Evan,Friend,784.0,n,circle
oyah60q1b7,66.0,Sting,True,Sting,Stranger,629.0,b,triangle
oyah60q1b7,67.0,Evan,True,Evan,Friend,1682.0,n,circle
oyah60q1b7,68.0,You,False,Sting,Stranger,569.0,v,triangle
oyah60q1b7,69.0,Sting,True,Sting,Stranger,492.0,b,triangle
oyah60q1b7,70.0,Evan,True,Evan,Friend,1229.0,n,circle
oyah60q1b7,71.0,You,True,You,Self,1213.0,v,square
oyah60q1b7,72.0,Evan,True,Evan,Friend,1453.0,n,circle
oyah60q1b7,73.0,Sting,True,Sting,Stranger,626.0,b,triangle
oyah60q1b7,74.0,Evan,True,Evan,Friend,1179.0,n,circle
oyah60q1b7,75.0,Sting,False,Evan,Friend,559.0,b,circle
oyah60q1b7,76.0,Sting,True,Sting,Stranger,763.0,b,triangle
oyah60q1b7,77.0,Evan,True,Evan,Friend,1502.0,n,circle
oyah60q1b7,78.0,Sting,True,Sting,Stranger,903.0,b,triangle
oyah60q1b7,79.0,Evan,True,Evan,Friend,736.0,n,circle
oyah60q1b7,80.0,Sting,False,Evan,Friend,1266.0,b,circle
oyah60q1b7,81.0,Sting,True,Sting,Stranger,913.0,b,triangle
oyah60q1b7,82.0,Sting,True,Sting,Stranger,1080.0,b,triangle
oyah60q1b7,83.0,You,True,You,Self,710.0,v,square
oyah60q1b7,84.0,Evan,True,Evan,Friend,597.0,n,circle
oyah60q1b7,85.0,Sting,True,Sting,Stranger,1010.0,b,triangle
oyah60q1b7,86.0,Evan,True,Evan,Friend,608.0,n,circle
oyah60q1b7,87.0,You,True,You,Self,627.0,v,square
oyah60q1b7,88.0,Evan,True,Evan,Friend,750.0,n,circle
oyah60q1b7,89.0,Sting,True,Sting,Stranger,519.0,b,triangle
oyah60q1b7,90.0,Evan,True,Evan,Friend,622.0,n,circle
oyah60q1b7,91.0,Sting,True,Sting,Stranger,434.0,b,triangle
oyah60q1b7,92.0,You,True,You,Self,504.0,v,square
oyah60q1b7,93.0,You,True,You,Self,790.0,v,square
oyah60q1b7,94.0,Evan,False,Sting,Stranger,793.0,n,triangle
oyah60q1b7,95.0,You,True,You,Self,816.0,v,square
oyah60q1b7,96.0,Sting,True,Sting,Stranger,706.0,b,triangle
oyah60q1b7,97.0,You,True,You,Self,552.0,v,square
oyah60q1b7,98.0,Evan,True,Evan,Friend,573.0,n,circle
oyah60q1b7,99.0,Sting,True,Sting,Stranger,1300.0,b,triangle
oyah60q1b7,100.0,You,True,You,Self,803.0,v,square
oyah60q1b7,101.0,Sting,True,Sting,Stranger,770.0,b,triangle
oyah60q1b7,102.0,You,True,You,Self,600.0,v,square
oyah60q1b7,103.0,You,True,You,Self,772.0,v,square
oyah60q1b7,104.0,Evan,True,Evan,Friend,753.0,n,circle
oyah60q1b7,105.0,Evan,True,Evan,Friend,621.0,n,circle
oyah60q1b7,106.0,Evan,True,Evan,Friend,525.0,n,circle
oyah60q1b7,107.0,Evan,True,Evan,Friend,452.0,n,circle
oyah60q1b7,108.0,You,True,You,Self,1924.0,v,square
fedgy2jver,1.0,,False,You,Self,,,square
fedgy2jver,2.0,You,True,You,Self,3532.0,v,square
fedgy2jver,3.0,Rihanna,True,Rihanna,Stranger,2774.0,b,triangle
fedgy2jver,4.0,julia,True,julia,Friend,1807.0,n,circle
fedgy2jver,5.0,Rihanna,True,Rihanna,Stranger,1956.0,b,triangle
