Participant,Trial,Correct_Response,Illusion_Type,Illusion_Strength,Illusion_Difference,isi
gf04fuxx3w,42.0,arrowleft,Ebbinghaus,1.2,0.14856,2637522.0
gf04fuxx3w,43.0,arrowleft,Ebbinghaus,0.9,0.05,2638618.0
gf04fuxx3w,44.0,arrowright,Ebbinghaus,-0.3,-0.14856,2640601.0
gf04fuxx3w,45.0,arrowright,Ebbinghaus,0.9,-0.2687,2642463.0
gf04fuxx3w,46.0,arrowright,Ebbinghaus,-0.9,-0.2687,2644498.0
gf04fuxx3w,47.0,arrowleft,Ebbinghaus,-1.2,0.05,2645989.0
gf04fuxx3w,48.0,arrowleft,Ebbinghaus,-0.3,0.05,2647339.0
gf04fuxx3w,49.0,arrowright,Ebbinghaus,-1.2,-0.2687,2648909.0
gf04fuxx3w,50.0,arrowright,Ebbinghaus,0.3,-0.2687,2651456.0
gf04fuxx3w,51.0,arrowleft,Ebbinghaus,-1.2,0.14856,2653007.0
gf04fuxx3w,52.0,arrowright,Ebbinghaus,1.2,-0.14856,2654678.0
gf04fuxx3w,53.0,arrowright,Ebbinghaus,-0.3,-0.2687,2655830.0
gf04fuxx3w,54.0,arrowleft,Ebbinghaus,1.2,0.2687,2657221.0
gf04fuxx3w,55.0,arrowright,Ebbinghaus,1.2,-0.2687,2659329.0
gf04fuxx3w,56.0,arrowleft,Ebbinghaus,0.3,0.05,2660951.0
gf04fuxx3w,57.0,arrowleft,Ebbinghaus,0.6,0.14856,2663286.0
gf04fuxx3w,58.0,arrowright,Ebbinghaus,-1.5,-0.2687,2665718.0
gf04fuxx3w,59.0,arrowleft,Ebbinghaus,1.5,0.41515,2667260.0
gf04fuxx3w,60.0,arrowright,Ebbinghaus,-0.9,-0.14856,2669011.0
gf04fuxx3w,61.0,arrowleft,Ebbinghaus,0.9,0.41515,2670465.0
gf04fuxx3w,62.0,arrowright,Ebbinghaus,0.3,-0.14856,2671695.0
gf04fuxx3w,63.0,arrowright,Ebbinghaus,-0.6,-0.14856,2674517.0
gf04fuxx3w,64.0,arrowright,Ebbinghaus,0.9,-0.14856,2676014.0
gf04fuxx3w,65.0,arrowleft,Ebbinghaus,-0.9,0.2687,2677844.0
gf04fuxx3w,66.0,arrowleft,Ebbinghaus,0.3,0.2687,2679205.0
gf04fuxx3w,67.0,arrowleft,Ebbinghaus,-0.9,0.14856,2680692.0
gf04fuxx3w,68.0,arrowright,Ebbinghaus,0.6,-0.05,2682206.0
gf04fuxx3w,69.0,arrowright,Ebbinghaus,-1.5,-0.05,2683887.0
gf04fuxx3w,70.0,arrowright,Ebbinghaus,0.9,-0.41515,2685331.0
gf04fuxx3w,71.0,arrowleft,Ebbinghaus,-0.3,0.2687,2687046.0
gf04fuxx3w,72.0,arrowright,Ebbinghaus,-1.5,-0.14856,2688330.0
gf04fuxx3w,73.0,arrowright,Ebbinghaus,0.6,-0.2687,2689765.0
gf04fuxx3w,74.0,arrowright,Ebbinghaus,0.3,-0.41515,2691062.0
gf04fuxx3w,75.0,arrowright,Ebbinghaus,1.5,-0.14856,2692483.0
gf04fuxx3w,76.0,arrowleft,Ebbinghaus,0.9,0.14856,2694095.0
gf04fuxx3w,77.0,arrowright,Ebbinghaus,1.2,-0.41515,2695500.0
gf04fuxx3w,78.0,arrowright,Ebbinghaus,-1.2,-0.14856,2697057.0
gf04fuxx3w,79.0,arrowright,Ebbinghaus,-0.9,-0.05,2698631.0
gf04fuxx3w,80.0,arrowleft,Ebbinghaus,0.6,0.41515,2699951.0
gf04fuxx3w,1.0,arrowleft,VerticalHorizontal,18.0,0.08913,2709275.0
gf04fuxx3w,2.0,arrowright,VerticalHorizontal,-9.0,-0.08913,2711014.0
gf04fuxx3w,3.0,arrowright,VerticalHorizontal,-9.0,-0.03,2712569.0
gf04fuxx3w,4.0,arrowleft,VerticalHorizontal,18.0,0.24909,2714113.0
gf04fuxx3w,5.0,arrowright,VerticalHorizontal,-45.0,-0.03,2715648.0
gf04fuxx3w,6.0,arrowright,VerticalHorizontal,-18.0,-0.08913,2717049.0
gf04fuxx3w,7.0,arrowright,VerticalHorizontal,18.0,-0.03,2718230.0
gf04fuxx3w,8.0,arrowright,VerticalHorizontal,-45.0,-0.08913,2719689.0
gf04fuxx3w,9.0,arrowright,VerticalHorizontal,-9.0,-0.16122,2720880.0
gf04fuxx3w,10.0,arrowright,VerticalHorizontal,-9.0,-0.24909,2722605.0
gf04fuxx3w,11.0,arrowright,VerticalHorizontal,45.0,-0.16122,2724053.0
gf04fuxx3w,12.0,arrowleft,VerticalHorizontal,-9.0,0.24909,2725572.0
gf04fuxx3w,13.0,arrowright,VerticalHorizontal,-36.0,-0.24909,2727018.0
gf04fuxx3w,14.0,arrowleft,VerticalHorizontal,-36.0,0.08913,2728400.0
gf04fuxx3w,15.0,arrowleft,VerticalHorizontal,-45.0,0.24909,2729953.0
gf04fuxx3w,16.0,arrowleft,VerticalHorizontal,36.0,0.24909,2731317.0
gf04fuxx3w,17.0,arrowright,VerticalHorizontal,45.0,-0.08913,2732813.0
gf04fuxx3w,18.0,arrowleft,VerticalHorizontal,9.0,0.16122,2734131.0
gf04fuxx3w,19.0,arrowleft,VerticalHorizontal,27.0,0.24909,2736143.0
gf04fuxx3w,20.0,arrowleft,VerticalHorizontal,-27.0,0.16122,2737613.0
gf04fuxx3w,21.0,arrowright,VerticalHorizontal,36.0,-0.03,2738872.0
gf04fuxx3w,22.0,arrowleft,VerticalHorizontal,45.0,0.16122,2739947.0
gf04fuxx3w,23.0,arrowleft,VerticalHorizontal,-18.0,0.24909,2741697.0
gf04fuxx3w,24.0,arrowright,VerticalHorizontal,-45.0,-0.16122,2743216.0
gf04fuxx3w,25.0,arrowleft,VerticalHorizontal,9.0,0.03,2744543.0
gf04fuxx3w,26.0,arrowright,VerticalHorizontal,36.0,-0.24909,2746410.0
gf04fuxx3w,27.0,arrowleft,VerticalHorizontal,27.0,0.03,2748290.0
gf04fuxx3w,28.0,arrowright,VerticalHorizontal,18.0,-0.16122,2749639.0
gf04fuxx3w,29.0,arrowright,VerticalHorizontal,-18.0,-0.24909,2751096.0
gf04fuxx3w,30.0,arrowright,VerticalHorizontal,27.0,-0.03,2752362.0
gf04fuxx3w,31.0,arrowright,VerticalHorizontal,27.0,-0.08913,2753943.0
gf04fuxx3w,32.0,arrowleft,VerticalHorizontal,36.0,0.08913,2755357.0
gf04fuxx3w,33.0,arrowleft,VerticalHorizontal,-27.0,0.03,2757482.0
gf04fuxx3w,34.0,arrowright,VerticalHorizontal,-36.0,-0.16122,2759313.0
gf04fuxx3w,35.0,arrowright,VerticalHorizontal,-18.0,-0.03,2760594.0
gf04fuxx3w,36.0,arrowright,VerticalHorizontal,36.0,-0.16122,2762350.0
gf04fuxx3w,37.0,arrowleft,VerticalHorizontal,27.0,0.08913,2763678.0
gf04fuxx3w,38.0,arrowleft,VerticalHorizontal,18.0,0.03,2765044.0
gf04fuxx3w,39.0,arrowright,VerticalHorizontal,18.0,-0.08913,2766102.0
gf04fuxx3w,40.0,arrowright,VerticalHorizontal,-27.0,-0.03,2767301.0
gf04fuxx3w,41.0,arrowright,VerticalHorizontal,-27.0,-0.24909,2768967.0
gf04fuxx3w,42.0,arrowleft,VerticalHorizontal,36.0,0.03,2770292.0
gf04fuxx3w,43.0,arrowright,VerticalHorizontal,9.0,-0.08913,2771543.0
gf04fuxx3w,44.0,arrowright,VerticalHorizontal,-36.0,-0.08913,2772750.0
gf04fuxx3w,45.0,arrowleft,VerticalHorizontal,-45.0,0.16122,2774138.0
gf04fuxx3w,46.0,arrowright,VerticalHorizontal,9.0,-0.24909,2775570.0
gf04fuxx3w,47.0,arrowright,VerticalHorizontal,9.0,-0.03,2777099.0
gf04fuxx3w,48.0,arrowleft,VerticalHorizontal,45.0,0.08913,2778517.0
gf04fuxx3w,49.0,arrowleft,VerticalHorizontal,-36.0,0.24909,2779640.0
gf04fuxx3w,50.0,arrowleft,VerticalHorizontal,-9.0,0.08913,2780899.0
gf04fuxx3w,51.0,arrowleft,VerticalHorizontal,-27.0,0.08913,2782412.0
gf04fuxx3w,52.0,arrowright,VerticalHorizontal,27.0,-0.24909,2783949.0
gf04fuxx3w,53.0,arrowleft,VerticalHorizontal,9.0,0.24909,2785344.0
gf04fuxx3w,54.0,arrowright,VerticalHorizontal,-45.0,-0.24909,2786672.0
gf04fuxx3w,55.0,arrowleft,VerticalHorizontal,-45.0,0.08913,2788051.0
gf04fuxx3w,56.0,arrowright,VerticalHorizontal,-18.0,-0.16122,2789585.0
gf04fuxx3w,57.0,arrowright,VerticalHorizontal,-36.0,-0.03,2790798.0
gf04fuxx3w,58.0,arrowright,VerticalHorizontal,45.0,-0.24909,2791925.0
gf04fuxx3w,59.0,arrowleft,VerticalHorizontal,-36.0,0.03,2793728.0
gf04fuxx3w,60.0,arrowright,VerticalHorizontal,27.0,-0.16122,2794975.0
gf04fuxx3w,61.0,arrowright,VerticalHorizontal,9.0,-0.16122,2796714.0
gf04fuxx3w,62.0,arrowleft,VerticalHorizontal,36.0,0.16122,2798225.0
gf04fuxx3w,63.0,arrowleft,VerticalHorizontal,27.0,0.16122,2799765.0
gf04fuxx3w,64.0,arrowleft,VerticalHorizontal,-18.0,0.03,2801387.0
gf04fuxx3w,65.0,arrowleft,VerticalHorizontal,-18.0,0.16122,2802788.0
gf04fuxx3w,66.0,arrowleft,VerticalHorizontal,45.0,0.24909,2804236.0
gf04fuxx3w,67.0,arrowleft,VerticalHorizontal,-45.0,0.03,2805552.0
gf04fuxx3w,68.0,arrowleft,VerticalHorizontal,45.0,0.03,2807572.0
gf04fuxx3w,69.0,arrowleft,VerticalHorizontal,-9.0,0.03,2809075.0
gf04fuxx3w,70.0,arrowleft,VerticalHorizontal,-36.0,0.16122,2810764.0
gf04fuxx3w,71.0,arrowleft,VerticalHorizontal,9.0,0.08913,2812018.0
gf04fuxx3w,72.0,arrowright,VerticalHorizontal,45.0,-0.03,2813796.0
gf04fuxx3w,73.0,arrowleft,VerticalHorizontal,-18.0,0.08913,2815233.0
gf04fuxx3w,74.0,arrowleft,VerticalHorizontal,-27.0,0.24909,2816789.0
gf04fuxx3w,75.0,arrowright,VerticalHorizontal,-27.0,-0.16122,2818220.0
gf04fuxx3w,76.0,arrowleft,VerticalHorizontal,18.0,0.16122,2819433.0
gf04fuxx3w,77.0,arrowright,VerticalHorizontal,18.0,-0.24909,2820977.0
gf04fuxx3w,78.0,arrowright,VerticalHorizontal,-27.0,-0.08913,2822491.0
gf04fuxx3w,79.0,arrowleft,VerticalHorizontal,-9.0,0.16122,2823622.0
gf04fuxx3w,80.0,arrowright,VerticalHorizontal,36.0,-0.08913,2824828.0
oyah60q1b7,1.0,arrowright,Ebbinghaus,-1.0,-1.4,1350838.0
oyah60q1b7,2.0,arrowleft,Ebbinghaus,-0.15,1.4,1352239.0
oyah60q1b7,3.0,arrowright,Ebbinghaus,1.0,-1.4,1353363.0
oyah60q1b7,4.0,arrowleft,Ebbinghaus,0.15,1.4,1354545.0
oyah60q1b7,5.0,arrowleft,Ebbinghaus,-1.0,1.4,1355884.0
oyah60q1b7,6.0,arrowright,Ebbinghaus,-0.15,-1.4,1356988.0
oyah60q1b7,7.0,arrowright,Ebbinghaus,0.15,-1.4,1358439.0
oyah60q1b7,8.0,arrowleft,Ebbinghaus,1.0,1.4,1359557.0
oyah60q1b7,9.0,arrowup,MullerLyer,23.0,0.7,1386398.0
oyah60q1b7,10.0,arrowdown,MullerLyer,-3.0,-0.7,1388197.0
oyah60q1b7,11.0,arrowdown,MullerLyer,23.0,-0.7,1389576.0
oyah60q1b7,12.0,arrowup,MullerLyer,3.0,0.7,1390851.0
oyah60q1b7,13.0,arrowdown,MullerLyer,-23.0,-0.7,1391926.0
oyah60q1b7,14.0,arrowup,MullerLyer,-23.0,0.7,1393174.0
oyah60q1b7,15.0,arrowdown,MullerLyer,3.0,-0.7,1394650.0
oyah60q1b7,16.0,arrowup,MullerLyer,-3.0,0.7,1396010.0
oyah60q1b7,17.0,arrowleft,VerticalHorizontal,33.0,0.9,1424776.0
oyah60q1b7,18.0,arrowright,VerticalHorizontal,-33.0,-0.9,1426274.0
oyah60q1b7,19.0,arrowright,VerticalHorizontal,-4.5,-0.9,1427828.0
oyah60q1b7,20.0,arrowleft,VerticalHorizontal,-33.0,0.9,1429161.0
oyah60q1b7,21.0,arrowleft,VerticalHorizontal,-4.5,0.9,1430583.0
oyah60q1b7,22.0,arrowright,VerticalHorizontal,4.5,-0.9,1431585.0
oyah60q1b7,23.0,arrowright,VerticalHorizontal,33.0,-0.9,1432663.0
oyah60q1b7,24.0,arrowleft,VerticalHorizontal,4.5,0.9,1433978.0
oyah60q1b7,1.0,arrowdown,MullerLyer,27.0,-0.08716,1527082.0
oyah60q1b7,2.0,arrowdown,MullerLyer,3.0,-0.18509,1528550.0
oyah60q1b7,3.0,arrowdown,MullerLyer,27.0,-0.30447,1529704.0
oyah60q1b7,4.0,arrowdown,MullerLyer,-15.0,-0.45,1530864.0
oyah60q1b7,5.0,arrowup,MullerLyer,-21.0,0.30447,1532319.0
oyah60q1b7,6.0,arrowup,MullerLyer,9.0,0.18509,1533979.0
oyah60q1b7,7.0,arrowdown,MullerLyer,9.0,-0.45,1535530.0
oyah60q1b7,8.0,arrowdown,MullerLyer,3.0,-0.30447,1537224.0
oyah60q1b7,9.0,arrowup,MullerLyer,-27.0,0.08716,1538527.0
oyah60q1b7,10.0,arrowdown,MullerLyer,-15.0,-0.18509,1539993.0
oyah60q1b7,11.0,arrowup,MullerLyer,3.0,0.30447,1541078.0
oyah60q1b7,12.0,arrowdown,MullerLyer,21.0,-0.45,1542698.0
oyah60q1b7,13.0,arrowup,MullerLyer,21.0,0.30447,1543893.0
oyah60q1b7,14.0,arrowup,MullerLyer,-15.0,0.45,1545455.0
oyah60q1b7,15.0,arrowdown,MullerLyer,21.0,-0.18509,1546625.0
oyah60q1b7,16.0,arrowup,MullerLyer,15.0,0.08716,1548341.0
oyah60q1b7,17.0,arrowup,MullerLyer,27.0,0.18509,1549611.0
oyah60q1b7,18.0,arrowdown,MullerLyer,-21.0,-0.08716,1550798.0
oyah60q1b7,19.0,arrowup,MullerLyer,-15.0,0.30447,1551990.0
oyah60q1b7,20.0,arrowup,MullerLyer,-27.0,0.45,1553291.0
oyah60q1b7,21.0,arrowup,MullerLyer,-21.0,0.18509,1554725.0
oyah60q1b7,22.0,arrowdown,MullerLyer,-21.0,-0.18509,1555918.0
oyah60q1b7,23.0,arrowup,MullerLyer,-21.0,0.08716,1557390.0
oyah60q1b7,24.0,arrowdown,MullerLyer,15.0,-0.18509,1558754.0
oyah60q1b7,25.0,arrowup,MullerLyer,-15.0,0.08716,1560382.0
oyah60q1b7,26.0,arrowup,MullerLyer,27.0,0.08716,1561581.0
oyah60q1b7,27.0,arrowup,MullerLyer,27.0,0.45,1563194.0
oyah60q1b7,28.0,arrowup,MullerLyer,-9.0,0.45,1564732.0
oyah60q1b7,29.0,arrowup,MullerLyer,15.0,0.18509,1566119.0
oyah60q1b7,30.0,arrowdown,MullerLyer,27.0,-0.18509,1567644.0
oyah60q1b7,31.0,arrowdown,MullerLyer,3.0,-0.45,1569242.0
oyah60q1b7,32.0,arrowup,MullerLyer,-15.0,0.18509,1570508.0
oyah60q1b7,33.0,arrowdown,MullerLyer,-3.0,-0.45,1572048.0
oyah60q1b7,34.0,arrowup,MullerLyer,3.0,0.45,1573760.0
oyah60q1b7,35.0,arrowdown,MullerLyer,-21.0,-0.45,1575069.0
oyah60q1b7,36.0,arrowup,MullerLyer,21.0,0.08716,1576260.0
oyah60q1b7,37.0,arrowup,MullerLyer,-9.0,0.30447,1577537.0
oyah60q1b7,38.0,arrowdown,MullerLyer,-27.0,-0.45,1578884.0
oyah60q1b7,39.0,arrowup,MullerLyer,3.0,0.18509,1580206.0
oyah60q1b7,40.0,arrowup,MullerLyer,-3.0,0.08716,1581804.0
oyah60q1b7,41.0,arrowdown,MullerLyer,9.0,-0.18509,1583224.0
oyah60q1b7,42.0,arrowup,MullerLyer,-9.0,0.18509,1584638.0
oyah60q1b7,43.0,arrowup,MullerLyer,-3.0,0.45,1586256.0
oyah60q1b7,44.0,arrowdown,MullerLyer,-9.0,-0.18509,1587777.0
oyah60q1b7,45.0,arrowup,MullerLyer,27.0,0.30447,1589135.0
oyah60q1b7,46.0,arrowup,MullerLyer,-27.0,0.18509,1590906.0
oyah60q1b7,47.0,arrowdown,MullerLyer,-21.0,-0.30447,1592020.0
oyah60q1b7,48.0,arrowdown,MullerLyer,27.0,-0.45,1593234.0
oyah60q1b7,49.0,arrowdown,MullerLyer,9.0,-0.30447,1594883.0
oyah60q1b7,50.0,arrowdown,MullerLyer,-15.0,-0.08716,1596309.0
oyah60q1b7,51.0,arrowup,MullerLyer,9.0,0.30447,1597605.0
oyah60q1b7,52.0,arrowup,MullerLyer,-3.0,0.18509,1599287.0
oyah60q1b7,53.0,arrowdown,MullerLyer,-27.0,-0.08716,1600842.0
oyah60q1b7,54.0,arrowup,MullerLyer,3.0,0.08716,1602334.0
oyah60q1b7,55.0,arrowdown,MullerLyer,3.0,-0.08716,1603643.0
oyah60q1b7,56.0,arrowdown,MullerLyer,21.0,-0.08716,1605104.0
oyah60q1b7,57.0,arrowdown,MullerLyer,15.0,-0.30447,1606620.0
oyah60q1b7,58.0,arrowdown,MullerLyer,-3.0,-0.08716,1608301.0
oyah60q1b7,59.0,arrowup,MullerLyer,15.0,0.45,1609783.0
oyah60q1b7,60.0,arrowup,MullerLyer,21.0,0.45,1610937.0
oyah60q1b7,61.0,arrowup,MullerLyer,9.0,0.45,1612445.0
oyah60q1b7,62.0,arrowdown,MullerLyer,9.0,-0.08716,1613711.0
oyah60q1b7,63.0,arrowdown,MullerLyer,-15.0,-0.30447,1615378.0
oyah60q1b7,64.0,arrowdown,MullerLyer,-9.0,-0.30447,1616822.0
oyah60q1b7,65.0,arrowdown,MullerLyer,-27.0,-0.18509,1617967.0
oyah60q1b7,66.0,arrowdown,MullerLyer,-3.0,-0.18509,1619173.0
oyah60q1b7,67.0,arrowup,MullerLyer,-21.0,0.45,1620563.0
oyah60q1b7,68.0,arrowup,MullerLyer,-3.0,0.30447,1621733.0
oyah60q1b7,69.0,arrowdown,MullerLyer,-3.0,-0.30447,1623014.0
oyah60q1b7,70.0,arrowup,MullerLyer,9.0,0.08716,1624238.0
oyah60q1b7,71.0,arrowup,MullerLyer,-27.0,0.30447,1626034.0
oyah60q1b7,72.0,arrowdown,MullerLyer,-9.0,-0.08716,1627663.0
oyah60q1b7,73.0,arrowdown,MullerLyer,15.0,-0.45,1629206.0
oyah60q1b7,74.0,arrowup,MullerLyer,21.0,0.18509,1630284.0
oyah60q1b7,75.0,arrowdown,MullerLyer,-27.0,-0.30447,1631411.0
oyah60q1b7,76.0,arrowdown,MullerLyer,15.0,-0.08716,1632735.0
oyah60q1b7,77.0,arrowdown,MullerLyer,21.0,-0.30447,1634163.0
oyah60q1b7,78.0,arrowup,MullerLyer,-9.0,0.08716,1635699.0
oyah60q1b7,79.0,arrowdown,MullerLyer,-9.0,-0.45,1637016.0
oyah60q1b7,80.0,arrowup,MullerLyer,15.0,0.30447,1638570.0
oyah60q1b7,1.0,arrowleft,Ebbinghaus,0.15,0.09684,1661136.0
oyah60q1b7,2.0,arrowright,Ebbinghaus,-0.75,-0.5,1662844.0
oyah60q1b7,3.0,arrowright,Ebbinghaus,1.35,-0.09684,1664358.0
oyah60q1b7,4.0,arrowright,Ebbinghaus,0.75,-0.5,1666222.0
oyah60q1b7,5.0,arrowright,Ebbinghaus,0.15,-0.5,1667685.0
oyah60q1b7,6.0,arrowright,Ebbinghaus,0.15,-0.09684,1669105.0
oyah60q1b7,7.0,arrowleft,Ebbinghaus,-0.15,0.5,1670884.0
oyah60q1b7,8.0,arrowleft,Ebbinghaus,1.35,0.5,1672673.0
oyah60q1b7,9.0,arrowright,Ebbinghaus,-1.35,-0.3383,1674411.0
oyah60q1b7,10.0,arrowleft,Ebbinghaus,1.05,0.20566,1676017.0
oyah60q1b7,11.0,arrowright,Ebbinghaus,-0.75,-0.3383,1677746.0
oyah60q1b7,12.0,arrowleft,Ebbinghaus,0.15,0.20566,1678978.0
oyah60q1b7,13.0,arrowright,Ebbinghaus,1.05,-0.5,1680497.0
oyah60q1b7,14.0,arrowright,Ebbinghaus,-0.45,-0.3383,1682079.0
oyah60q1b7,15.0,arrowright,Ebbinghaus,-1.35,-0.09684,1683378.0
oyah60q1b7,16.0,arrowleft,Ebbinghaus,0.75,0.5,1685274.0
oyah60q1b7,17.0,arrowleft,Ebbinghaus,-0.45,0.3383,1686816.0
oyah60q1b7,18.0,arrowright,Ebbinghaus,-0.15,-0.5,1687952.0
oyah60q1b7,19.0,arrowright,Ebbinghaus,-1.35,-0.20566,1689339.0
oyah60q1b7,20.0,arrowright,Ebbinghaus,1.35,-0.20566,1690837.0
oyah60q1b7,21.0,arrowright,Ebbinghaus,1.05,-0.09684,1692246.0
oyah60q1b7,22.0,arrowright,Ebbinghaus,0.15,-0.3383,1693998.0
oyah60q1b7,23.0,arrowleft,Ebbinghaus,-1.35,0.09684,1695337.0
oyah60q1b7,24.0,arrowleft,Ebbinghaus,1.05,0.09684,1697148.0
oyah60q1b7,25.0,arrowright,Ebbinghaus,0.45,-0.09684,1698814.0
oyah60q1b7,26.0,arrowleft,Ebbinghaus,-0.15,0.3383,1700664.0
oyah60q1b7,27.0,arrowleft,Ebbinghaus,0.15,0.5,1701900.0
oyah60q1b7,28.0,arrowleft,Ebbinghaus,0.15,0.3383,1703437.0
oyah60q1b7,29.0,arrowright,Ebbinghaus,0.75,-0.3383,1705022.0
oyah60q1b7,30.0,arrowleft,Ebbinghaus,-0.75,0.5,1706445.0
oyah60q1b7,31.0,arrowright,Ebbinghaus,-0.15,-0.09684,1707785.0
oyah60q1b7,32.0,arrowright,Ebbinghaus,-0.45,-0.09684,1709049.0
oyah60q1b7,33.0,arrowright,Ebbinghaus,0.75,-0.09684,1710326.0
oyah60q1b7,34.0,arrowright,Ebbinghaus,-0.75,-0.09684,1712172.0
oyah60q1b7,35.0,arrowright,Ebbinghaus,0.75,-0.20566,1713686.0
oyah60q1b7,36.0,arrowright,Ebbinghaus,1.35,-0.5,1715328.0
oyah60q1b7,37.0,arrowleft,Ebbinghaus,0.75,0.3383,1716906.0
oyah60q1b7,38.0,arrowright,Ebbinghaus,-1.05,-0.20566,1718425.0
oyah60q1b7,39.0,arrowleft,Ebbinghaus,-0.15,0.09684,1719837.0
oyah60q1b7,40.0,arrowright,Ebbinghaus,-0.45,-0.5,1721445.0
oyah60q1b7,41.0,arrowleft,Ebbinghaus,1.35,0.09684,1722952.0
oyah60q1b7,42.0,arrowleft,Ebbinghaus,0.75,0.09684,1724403.0
oyah60q1b7,43.0,arrowright,Ebbinghaus,-1.05,-0.5,1726039.0
oyah60q1b7,44.0,arrowright,Ebbinghaus,-0.15,-0.3383,1727562.0
oyah60q1b7,45.0,arrowleft,Ebbinghaus,1.05,0.3383,1729289.0
oyah60q1b7,46.0,arrowleft,Ebbinghaus,-1.35,0.3383,1731042.0
oyah60q1b7,47.0,arrowleft,Ebbinghaus,0.45,0.3383,1732399.0
oyah60q1b7,48.0,arrowleft,Ebbinghaus,-1.35,0.5,1734012.0
oyah60q1b7,49.0,arrowright,Ebbinghaus,1.35,-0.3383,1735624.0
oyah60q1b7,50.0,arrowleft,Ebbinghaus,0.45,0.5,1736898.0
oyah60q1b7,51.0,arrowright,Ebbinghaus,-0.15,-0.20566,1738281.0
oyah60q1b7,52.0,arrowleft,Ebbinghaus,-1.05,0.20566,1739498.0
oyah60q1b7,53.0,arrowleft,Ebbinghaus,1.35,0.3383,1740776.0
oyah60q1b7,54.0,arrowleft,Ebbinghaus,0.75,0.20566,1742617.0
oyah60q1b7,55.0,arrowleft,Ebbinghaus,-0.75,0.3383,1744204.0
oyah60q1b7,56.0,arrowright,Ebbinghaus,-0.75,-0.20566,1745716.0
oyah60q1b7,57.0,arrowleft,Ebbinghaus,-1.05,0.09684,1747299.0
oyah60q1b7,58.0,arrowright,Ebbinghaus,0.15,-0.20566,1749014.0
oyah60q1b7,59.0,arrowleft,Ebbinghaus,-0.15,0.20566,1750589.0
oyah60q1b7,60.0,arrowleft,Ebbinghaus,-1.05,0.3383,1752410.0
oyah60q1b7,61.0,arrowleft,Ebbinghaus,-0.45,0.20566,1753733.0
oyah60q1b7,62.0,arrowright,Ebbinghaus,0.45,-0.20566,1755511.0
oyah60q1b7,63.0,arrowleft,Ebbinghaus,-0.75,0.09684,1757617.0
oyah60q1b7,64.0,arrowright,Ebbinghaus,0.45,-0.3383,1759123.0
oyah60q1b7,65.0,arrowright,Ebbinghaus,1.05,-0.20566,1760732.0
oyah60q1b7,66.0,arrowright,Ebbinghaus,-1.35,-0.5,1762130.0
oyah60q1b7,67.0,arrowleft,Ebbinghaus,1.05,0.5,1763781.0
oyah60q1b7,68.0,arrowleft,Ebbinghaus,0.45,0.20566,1765387.0
oyah60q1b7,69.0,arrowleft,Ebbinghaus,-0.45,0.09684,1767198.0
oyah60q1b7,70.0,arrowright,Ebbinghaus,-1.05,-0.3383,1768978.0
oyah60q1b7,71.0,arrowleft,Ebbinghaus,-1.05,0.5,1770725.0
oyah60q1b7,72.0,arrowleft,Ebbinghaus,0.45,0.09684,1771991.0
oyah60q1b7,73.0,arrowright,Ebbinghaus,0.45,-0.5,1773460.0
oyah60q1b7,74.0,arrowright,Ebbinghaus,1.05,-0.3383,1774654.0
oyah60q1b7,75.0,arrowleft,Ebbinghaus,-0.75,0.20566,1776237.0
oyah60q1b7,76.0,arrowright,Ebbinghaus,-1.05,-0.09684,1777683.0
oyah60q1b7,77.0,arrowleft,Ebbinghaus,-0.45,0.5,1779398.0
oyah60q1b7,78.0,arrowleft,Ebbinghaus,-1.35,0.20566,1780874.0
oyah60q1b7,79.0,arrowleft,Ebbinghaus,1.35,0.20566,1782633.0
oyah60q1b7,80.0,arrowright,Ebbinghaus,-0.45,-0.20566,1784426.0
oyah60q1b7,1.0,arrowleft,VerticalHorizontal,13.5,0.12339,1806916.0
oyah60q1b7,2.0,arrowright,VerticalHorizontal,-22.5,-0.3,1808641.0
oyah60q1b7,3.0,arrowright,VerticalHorizontal,31.5,-0.12339,1809809.0
oyah60q1b7,4.0,arrowleft,VerticalHorizontal,22.5,0.20298,1811496.0
oyah60q1b7,5.0,arrowright,VerticalHorizontal,-31.5,-0.12339,1812803.0
oyah60q1b7,6.0,arrowright,VerticalHorizontal,-4.5,-0.3,1814226.0
oyah60q1b7,7.0,arrowleft,VerticalHorizontal,-22.5,0.0581,1815434.0
oyah60q1b7,8.0,arrowright,VerticalHorizontal,-31.5,-0.20298,1817392.0
oyah60q1b7,9.0,arrowleft,VerticalHorizontal,4.5,0.0581,1819133.0
oyah60q1b7,10.0,arrowright,VerticalHorizontal,31.5,-0.20298,1820869.0
oyah60q1b7,11.0,arrowleft,VerticalHorizontal,40.5,0.12339,1822392.0
oyah60q1b7,12.0,arrowright,VerticalHorizontal,-13.5,-0.20298,1823602.0
oyah60q1b7,13.0,arrowright,VerticalHorizontal,22.5,-0.3,1824929.0
oyah60q1b7,14.0,arrowright,VerticalHorizontal,-13.5,-0.0581,1826755.0
oyah60q1b7,15.0,arrowright,VerticalHorizontal,-40.5,-0.0581,1827942.0
oyah60q1b7,16.0,arrowleft,VerticalHorizontal,40.5,0.20298,1829393.0
oyah60q1b7,17.0,arrowleft,VerticalHorizontal,22.5,0.3,1830926.0
oyah60q1b7,18.0,arrowleft,VerticalHorizontal,-31.5,0.3,1832648.0
