Participant,Trial,Correct_Response,Illusion_Type,Illusion_Strength,Illusion_Difference,isi
5vqv1fur3q,19.0,arrowup,MullerLyer,24.0,0.37364,1957526.0
5vqv1fur3q,20.0,arrowdown,MullerLyer,-6.0,-0.1337,1959091.0
5vqv1fur3q,21.0,arrowup,MullerLyer,-12.0,0.37364,1960504.0
5vqv1fur3q,22.0,arrowdown,MullerLyer,6.0,-0.37364,1962048.0
5vqv1fur3q,23.0,arrowdown,MullerLyer,-18.0,-0.045,1963166.0
5vqv1fur3q,24.0,arrowdown,MullerLyer,-12.0,-0.24183,1964377.0
5vqv1fur3q,25.0,arrowup,MullerLyer,12.0,0.24183,1965803.0
5vqv1fur3q,26.0,arrowdown,MullerLyer,-24.0,-0.24183,1967159.0
5vqv1fur3q,27.0,arrowdown,MullerLyer,-30.0,-0.24183,1968537.0
5vqv1fur3q,28.0,arrowdown,MullerLyer,-30.0,-0.1337,1970171.0
5vqv1fur3q,29.0,arrowup,MullerLyer,-30.0,0.1337,1971562.0
5vqv1fur3q,30.0,arrowdown,MullerLyer,-18.0,-0.24183,1972832.0
5vqv1fur3q,31.0,arrowup,MullerLyer,-30.0,0.045,1974032.0
5vqv1fur3q,32.0,arrowup,MullerLyer,-6.0,0.37364,1975596.0
5vqv1fur3q,33.0,arrowup,MullerLyer,12.0,0.37364,1977211.0
5vqv1fur3q,34.0,arrowdown,MullerLyer,-6.0,-0.045,1978572.0
5vqv1fur3q,35.0,arrowup,MullerLyer,12.0,0.045,1980156.0
5vqv1fur3q,36.0,arrowdown,MullerLyer,-6.0,-0.24183,1981628.0
5vqv1fur3q,37.0,arrowdown,MullerLyer,6.0,-0.24183,1983002.0
5vqv1fur3q,38.0,arrowup,MullerLyer,-18.0,0.1337,1984653.0
5vqv1fur3q,39.0,arrowup,MullerLyer,-6.0,0.24183,1985924.0
5vqv1fur3q,40.0,arrowup,MullerLyer,-18.0,0.24183,1987262.0
5vqv1fur3q,41.0,arrowdown,MullerLyer,-24.0,-0.37364,1988374.0
5vqv1fur3q,42.0,arrowup,MullerLyer,24.0,0.1337,1989665.0
5vqv1fur3q,43.0,arrowdown,MullerLyer,6.0,-0.1337,1991533.0
5vqv1fur3q,44.0,arrowdown,MullerLyer,18.0,-0.24183,1993082.0
5vqv1fur3q,45.0,arrowdown,MullerLyer,18.0,-0.1337,1995046.0
5vqv1fur3q,46.0,arrowdown,MullerLyer,-24.0,-0.1337,1996566.0
5vqv1fur3q,47.0,arrowdown,MullerLyer,30.0,-0.24183,1998150.0
5vqv1fur3q,48.0,arrowdown,MullerLyer,12.0,-0.24183,2000004.0
5vqv1fur3q,49.0,arrowup,MullerLyer,6.0,0.37364,2002159.0
5vqv1fur3q,50.0,arrowdown,MullerLyer,6.0,-0.045,2003346.0
5vqv1fur3q,51.0,arrowup,MullerLyer,18.0,0.045,2005762.0
5vqv1fur3q,52.0,arrowup,MullerLyer,-6.0,0.045,2007308.0
5vqv1fur3q,53.0,arrowup,MullerLyer,-30.0,0.24183,2008925.0
5vqv1fur3q,54.0,arrowdown,MullerLyer,18.0,-0.37364,2010501.0
5vqv1fur3q,55.0,arrowdown,MullerLyer,12.0,-0.045,2011893.0
5vqv1fur3q,56.0,arrowup,MullerLyer,-12.0,0.1337,2013481.0
5vqv1fur3q,57.0,arrowup,MullerLyer,30.0,0.24183,2015146.0
5vqv1fur3q,58.0,arrowup,MullerLyer,24.0,0.045,2016951.0
5vqv1fur3q,59.0,arrowup,MullerLyer,-18.0,0.045,2018559.0
5vqv1fur3q,60.0,arrowup,MullerLyer,-30.0,0.37364,2019745.0
5vqv1fur3q,61.0,arrowdown,MullerLyer,-12.0,-0.045,2021368.0
5vqv1fur3q,62.0,arrowdown,MullerLyer,12.0,-0.37364,2022913.0
5vqv1fur3q,63.0,arrowdown,MullerLyer,-18.0,-0.37364,2024373.0
5vqv1fur3q,64.0,arrowup,MullerLyer,-24.0,0.24183,2025739.0
5vqv1fur3q,65.0,arrowdown,MullerLyer,24.0,-0.045,2027057.0
5vqv1fur3q,66.0,arrowup,MullerLyer,30.0,0.1337,2028446.0
5vqv1fur3q,67.0,arrowup,MullerLyer,-12.0,0.045,2030135.0
5vqv1fur3q,68.0,arrowdown,MullerLyer,30.0,-0.1337,2031578.0
5vqv1fur3q,69.0,arrowdown,MullerLyer,-12.0,-0.37364,2033320.0
5vqv1fur3q,70.0,arrowdown,MullerLyer,18.0,-0.045,2034695.0
5vqv1fur3q,71.0,arrowup,MullerLyer,30.0,0.37364,2036589.0
5vqv1fur3q,72.0,arrowdown,MullerLyer,-24.0,-0.045,2038576.0
5vqv1fur3q,73.0,arrowup,MullerLyer,18.0,0.24183,2040378.0
5vqv1fur3q,74.0,arrowdown,MullerLyer,30.0,-0.37364,2042102.0
5vqv1fur3q,75.0,arrowup,MullerLyer,-24.0,0.37364,2043795.0
5vqv1fur3q,76.0,arrowup,MullerLyer,18.0,0.37364,2045050.0
5vqv1fur3q,77.0,arrowdown,MullerLyer,30.0,-0.045,2046680.0
5vqv1fur3q,78.0,arrowup,MullerLyer,30.0,0.045,2049044.0
5vqv1fur3q,79.0,arrowdown,MullerLyer,-18.0,-0.1337,2050638.0
5vqv1fur3q,80.0,arrowdown,MullerLyer,-30.0,-0.37364,2052094.0
5vqv1fur3q,1.0,arrowleft,Ebbinghaus,-0.6,0.2687,2060763.0
5vqv1fur3q,2.0,arrowright,Ebbinghaus,0.9,-0.2687,2062175.0
5vqv1fur3q,3.0,arrowleft,Ebbinghaus,1.5,0.2687,2063566.0
5vqv1fur3q,4.0,arrowleft,Ebbinghaus,1.2,0.41515,2065135.0
5vqv1fur3q,5.0,arrowright,Ebbinghaus,-0.3,-0.14856,2066230.0
5vqv1fur3q,6.0,arrowright,Ebbinghaus,-1.2,-0.14856,2067958.0
5vqv1fur3q,7.0,arrowleft,Ebbinghaus,-1.2,0.41515,2069754.0
5vqv1fur3q,8.0,arrowleft,Ebbinghaus,1.2,0.14856,2071384.0
5vqv1fur3q,9.0,arrowleft,Ebbinghaus,-0.9,0.41515,2073369.0
5vqv1fur3q,10.0,arrowleft,Ebbinghaus,0.3,0.05,2074555.0
5vqv1fur3q,11.0,arrowright,Ebbinghaus,0.3,-0.05,2076431.0
5vqv1fur3q,12.0,arrowleft,Ebbinghaus,-0.9,0.14856,2078530.0
5vqv1fur3q,13.0,arrowleft,Ebbinghaus,-0.3,0.41515,2079915.0
5vqv1fur3q,14.0,arrowright,Ebbinghaus,-0.3,-0.2687,2081661.0
5vqv1fur3q,15.0,arrowright,Ebbinghaus,0.6,-0.14856,2083108.0
5vqv1fur3q,16.0,arrowleft,Ebbinghaus,-0.6,0.05,2084892.0
5vqv1fur3q,17.0,arrowright,Ebbinghaus,-0.3,-0.41515,2086612.0
5vqv1fur3q,18.0,arrowright,Ebbinghaus,1.5,-0.2687,2088181.0
5vqv1fur3q,19.0,arrowleft,Ebbinghaus,0.9,0.14856,2090593.0
5vqv1fur3q,20.0,arrowright,Ebbinghaus,0.9,-0.05,2092620.0
5vqv1fur3q,21.0,arrowright,Ebbinghaus,-0.6,-0.41515,2094503.0
5vqv1fur3q,22.0,arrowright,Ebbinghaus,-0.6,-0.05,2095904.0
5vqv1fur3q,23.0,arrowright,Ebbinghaus,0.9,-0.14856,2097923.0
5vqv1fur3q,24.0,arrowright,Ebbinghaus,-0.6,-0.14856,2099632.0
5vqv1fur3q,25.0,arrowright,Ebbinghaus,1.2,-0.41515,2101698.0
5vqv1fur3q,26.0,arrowright,Ebbinghaus,1.2,-0.2687,2103182.0
5vqv1fur3q,27.0,arrowright,Ebbinghaus,0.6,-0.41515,2105581.0
5vqv1fur3q,28.0,arrowleft,Ebbinghaus,0.3,0.14856,2107195.0
5vqv1fur3q,29.0,arrowleft,Ebbinghaus,0.9,0.2687,2109198.0
5vqv1fur3q,30.0,arrowright,Ebbinghaus,0.6,-0.05,2110983.0
5vqv1fur3q,31.0,arrowleft,Ebbinghaus,1.5,0.41515,2113213.0
5vqv1fur3q,32.0,arrowright,Ebbinghaus,0.3,-0.14856,2114915.0
5vqv1fur3q,33.0,arrowright,Ebbinghaus,-0.9,-0.41515,2116421.0
5vqv1fur3q,34.0,arrowleft,Ebbinghaus,-1.5,0.05,2117603.0
5vqv1fur3q,35.0,arrowleft,Ebbinghaus,0.6,0.14856,2119416.0
5vqv1fur3q,36.0,arrowleft,Ebbinghaus,-0.6,0.14856,2121198.0
5vqv1fur3q,37.0,arrowright,Ebbinghaus,-0.9,-0.2687,2122883.0
5vqv1fur3q,38.0,arrowright,Ebbinghaus,-1.5,-0.2687,2124710.0
5vqv1fur3q,39.0,arrowright,Ebbinghaus,1.2,-0.05,2126118.0
5vqv1fur3q,40.0,arrowright,Ebbinghaus,-1.2,-0.05,2128009.0
5vqv1fur3q,41.0,arrowright,Ebbinghaus,-0.6,-0.2687,2129737.0
5vqv1fur3q,42.0,arrowleft,Ebbinghaus,-0.3,0.14856,2131133.0
5vqv1fur3q,43.0,arrowleft,Ebbinghaus,0.6,0.2687,2132826.0
5vqv1fur3q,44.0,arrowright,Ebbinghaus,0.6,-0.2687,2134542.0
5vqv1fur3q,45.0,arrowleft,Ebbinghaus,0.9,0.05,2135741.0
5vqv1fur3q,46.0,arrowright,Ebbinghaus,-1.2,-0.2687,2138033.0
5vqv1fur3q,47.0,arrowleft,Ebbinghaus,1.2,0.2687,2139744.0
5vqv1fur3q,48.0,arrowright,Ebbinghaus,0.3,-0.2687,2141699.0
5vqv1fur3q,49.0,arrowleft,Ebbinghaus,-0.9,0.2687,2143139.0
5vqv1fur3q,50.0,arrowright,Ebbinghaus,0.3,-0.41515,2144418.0
5vqv1fur3q,51.0,arrowleft,Ebbinghaus,0.3,0.2687,2145948.0
5vqv1fur3q,52.0,arrowright,Ebbinghaus,1.2,-0.14856,2147763.0
5vqv1fur3q,53.0,arrowright,Ebbinghaus,-1.5,-0.41515,2149426.0
5vqv1fur3q,54.0,arrowleft,Ebbinghaus,-1.2,0.2687,2150740.0
5vqv1fur3q,55.0,arrowright,Ebbinghaus,1.5,-0.05,2152068.0
5vqv1fur3q,56.0,arrowleft,Ebbinghaus,-0.3,0.05,2153752.0
5vqv1fur3q,57.0,arrowright,Ebbinghaus,1.5,-0.14856,2156004.0
5vqv1fur3q,58.0,arrowleft,Ebbinghaus,-1.5,0.14856,2158217.0
5vqv1fur3q,59.0,arrowright,Ebbinghaus,1.5,-0.41515,2159828.0
5vqv1fur3q,60.0,arrowright,Ebbinghaus,-0.3,-0.05,2161164.0
5vqv1fur3q,61.0,arrowleft,Ebbinghaus,-1.2,0.05,2163509.0
5vqv1fur3q,62.0,arrowleft,Ebbinghaus,-0.6,0.41515,2165340.0
5vqv1fur3q,63.0,arrowright,Ebbinghaus,-0.9,-0.14856,2166718.0
5vqv1fur3q,64.0,arrowleft,Ebbinghaus,1.2,0.05,2168370.0
5vqv1fur3q,65.0,arrowleft,Ebbinghaus,0.9,0.41515,2170243.0
5vqv1fur3q,66.0,arrowleft,Ebbinghaus,0.6,0.41515,2171646.0
5vqv1fur3q,67.0,arrowright,Ebbinghaus,-1.5,-0.14856,2172873.0
5vqv1fur3q,68.0,arrowleft,Ebbinghaus,-1.2,0.14856,2174550.0
5vqv1fur3q,69.0,arrowright,Ebbinghaus,-1.5,-0.05,2176166.0
5vqv1fur3q,70.0,arrowleft,Ebbinghaus,1.5,0.14856,2177451.0
5vqv1fur3q,71.0,arrowleft,Ebbinghaus,-0.9,0.05,2179182.0
5vqv1fur3q,72.0,arrowleft,Ebbinghaus,-1.5,0.41515,2180779.0
5vqv1fur3q,73.0,arrowleft,Ebbinghaus,0.6,0.05,2181883.0
5vqv1fur3q,74.0,arrowright,Ebbinghaus,0.9,-0.41515,2184383.0
5vqv1fur3q,75.0,arrowleft,Ebbinghaus,-0.3,0.2687,2185810.0
5vqv1fur3q,76.0,arrowleft,Ebbinghaus,1.5,0.05,2187360.0
5vqv1fur3q,77.0,arrowleft,Ebbinghaus,-1.5,0.2687,2188959.0
5vqv1fur3q,78.0,arrowright,Ebbinghaus,-1.2,-0.41515,2190795.0
5vqv1fur3q,79.0,arrowright,Ebbinghaus,-0.9,-0.05,2192335.0
5vqv1fur3q,80.0,arrowleft,Ebbinghaus,0.3,0.41515,2194048.0
5vqv1fur3q,1.0,arrowright,VerticalHorizontal,9.0,-0.24909,2201038.0
5vqv1fur3q,2.0,arrowright,VerticalHorizontal,-27.0,-0.24909,2202588.0
5vqv1fur3q,3.0,arrowright,VerticalHorizontal,45.0,-0.16122,2204116.0
5vqv1fur3q,4.0,arrowleft,VerticalHorizontal,27.0,0.08913,2205982.0
5vqv1fur3q,5.0,arrowleft,VerticalHorizontal,18.0,0.03,2207701.0
5vqv1fur3q,6.0,arrowright,VerticalHorizontal,-45.0,-0.08913,2209583.0
5vqv1fur3q,7.0,arrowright,VerticalHorizontal,-9.0,-0.16122,2211234.0
5vqv1fur3q,8.0,arrowright,VerticalHorizontal,-27.0,-0.16122,2212878.0
5vqv1fur3q,9.0,arrowleft,VerticalHorizontal,18.0,0.24909,2214106.0
5vqv1fur3q,10.0,arrowleft,VerticalHorizontal,9.0,0.16122,2215736.0
5vqv1fur3q,11.0,arrowleft,VerticalHorizontal,45.0,0.08913,2217116.0
5vqv1fur3q,12.0,arrowleft,VerticalHorizontal,-9.0,0.03,2218665.0
5vqv1fur3q,13.0,arrowright,VerticalHorizontal,36.0,-0.24909,2220596.0
5vqv1fur3q,14.0,arrowright,VerticalHorizontal,45.0,-0.08913,2222387.0
5vqv1fur3q,15.0,arrowright,VerticalHorizontal,18.0,-0.08913,2223526.0
5vqv1fur3q,16.0,arrowleft,VerticalHorizontal,-45.0,0.03,2225407.0
5vqv1fur3q,17.0,arrowleft,VerticalHorizontal,-18.0,0.03,2226755.0
5vqv1fur3q,18.0,arrowright,VerticalHorizontal,-9.0,-0.24909,2228664.0
5vqv1fur3q,19.0,arrowleft,VerticalHorizontal,-9.0,0.16122,2230144.0
5vqv1fur3q,20.0,arrowleft,VerticalHorizontal,-45.0,0.24909,2231295.0
5vqv1fur3q,21.0,arrowleft,VerticalHorizontal,27.0,0.16122,2232449.0
5vqv1fur3q,22.0,arrowleft,VerticalHorizontal,36.0,0.24909,2234362.0
5vqv1fur3q,23.0,arrowright,VerticalHorizontal,-36.0,-0.08913,2235894.0
5vqv1fur3q,24.0,arrowright,VerticalHorizontal,9.0,-0.16122,2237061.0
5vqv1fur3q,25.0,arrowleft,VerticalHorizontal,-9.0,0.08913,2238789.0
5vqv1fur3q,26.0,arrowright,VerticalHorizontal,27.0,-0.24909,2240337.0
5vqv1fur3q,27.0,arrowleft,VerticalHorizontal,45.0,0.03,2241691.0
5vqv1fur3q,28.0,arrowleft,VerticalHorizontal,-18.0,0.24909,2243585.0
5vqv1fur3q,29.0,arrowright,VerticalHorizontal,18.0,-0.03,2245052.0
5vqv1fur3q,30.0,arrowleft,VerticalHorizontal,-36.0,0.08913,2246677.0
5vqv1fur3q,31.0,arrowright,VerticalHorizontal,45.0,-0.03,2248100.0
5vqv1fur3q,32.0,arrowleft,VerticalHorizontal,-27.0,0.24909,2249381.0
5vqv1fur3q,33.0,arrowright,VerticalHorizontal,-9.0,-0.03,2250875.0
5vqv1fur3q,34.0,arrowright,VerticalHorizontal,-18.0,-0.16122,2252663.0
5vqv1fur3q,35.0,arrowright,VerticalHorizontal,18.0,-0.16122,2254157.0
5vqv1fur3q,36.0,arrowright,VerticalHorizontal,45.0,-0.24909,2255682.0
5vqv1fur3q,37.0,arrowright,VerticalHorizontal,27.0,-0.03,2257360.0
5vqv1fur3q,38.0,arrowleft,VerticalHorizontal,-27.0,0.03,2259255.0
5vqv1fur3q,39.0,arrowleft,VerticalHorizontal,-18.0,0.16122,2260812.0
5vqv1fur3q,40.0,arrowright,VerticalHorizontal,-9.0,-0.08913,2262132.0
5vqv1fur3q,41.0,arrowleft,VerticalHorizontal,36.0,0.08913,2264000.0
5vqv1fur3q,42.0,arrowright,VerticalHorizontal,27.0,-0.16122,2266360.0
5vqv1fur3q,43.0,arrowleft,VerticalHorizontal,-27.0,0.16122,2267987.0
5vqv1fur3q,44.0,arrowleft,VerticalHorizontal,-45.0,0.16122,2269637.0
5vqv1fur3q,45.0,arrowleft,VerticalHorizontal,9.0,0.24909,2270856.0
5vqv1fur3q,46.0,arrowright,VerticalHorizontal,-45.0,-0.16122,2272474.0
5vqv1fur3q,47.0,arrowright,VerticalHorizontal,9.0,-0.03,2273639.0
5vqv1fur3q,48.0,arrowleft,VerticalHorizontal,-36.0,0.03,2275182.0
5vqv1fur3q,49.0,arrowright,VerticalHorizontal,-36.0,-0.16122,2276606.0
5vqv1fur3q,50.0,arrowleft,VerticalHorizontal,36.0,0.16122,2277674.0
5vqv1fur3q,51.0,arrowright,VerticalHorizontal,27.0,-0.08913,2279893.0
5vqv1fur3q,52.0,arrowright,VerticalHorizontal,36.0,-0.16122,2281530.0
5vqv1fur3q,53.0,arrowleft,VerticalHorizontal,9.0,0.03,2282884.0
5vqv1fur3q,54.0,arrowleft,VerticalHorizontal,-45.0,0.08913,2284268.0
5vqv1fur3q,55.0,arrowleft,VerticalHorizontal,36.0,0.03,2285808.0
5vqv1fur3q,56.0,arrowright,VerticalHorizontal,-18.0,-0.08913,2286997.0
5vqv1fur3q,57.0,arrowright,VerticalHorizontal,-45.0,-0.24909,2288971.0
5vqv1fur3q,58.0,arrowright,VerticalHorizontal,36.0,-0.08913,2290129.0
5vqv1fur3q,59.0,arrowright,VerticalHorizontal,-18.0,-0.24909,2291725.0
5vqv1fur3q,60.0,arrowright,VerticalHorizontal,-45.0,-0.03,2293437.0
5vqv1fur3q,61.0,arrowleft,VerticalHorizontal,-18.0,0.08913,2295297.0
5vqv1fur3q,62.0,arrowright,VerticalHorizontal,18.0,-0.24909,2297094.0
5vqv1fur3q,63.0,arrowleft,VerticalHorizontal,18.0,0.08913,2298619.0
5vqv1fur3q,64.0,arrowleft,VerticalHorizontal,45.0,0.24909,2300254.0
5vqv1fur3q,65.0,arrowright,VerticalHorizontal,9.0,-0.08913,2302284.0
5vqv1fur3q,66.0,arrowright,VerticalHorizontal,-27.0,-0.03,2303761.0
5vqv1fur3q,67.0,arrowleft,VerticalHorizontal,45.0,0.16122,2305362.0
5vqv1fur3q,68.0,arrowright,VerticalHorizontal,-36.0,-0.24909,2307135.0
5vqv1fur3q,69.0,arrowright,VerticalHorizontal,36.0,-0.03,2308721.0
5vqv1fur3q,70.0,arrowleft,VerticalHorizontal,27.0,0.24909,2310256.0
5vqv1fur3q,71.0,arrowleft,VerticalHorizontal,18.0,0.16122,2311980.0
5vqv1fur3q,72.0,arrowright,VerticalHorizontal,-36.0,-0.03,2313775.0
5vqv1fur3q,73.0,arrowleft,VerticalHorizontal,9.0,0.08913,2315508.0
5vqv1fur3q,74.0,arrowright,VerticalHorizontal,-18.0,-0.03,2316846.0
5vqv1fur3q,75.0,arrowleft,VerticalHorizontal,-36.0,0.16122,2318573.0
5vqv1fur3q,76.0,arrowleft,VerticalHorizontal,27.0,0.03,2320104.0
5vqv1fur3q,77.0,arrowleft,VerticalHorizontal,-36.0,0.24909,2321534.0
5vqv1fur3q,78.0,arrowleft,VerticalHorizontal,-27.0,0.08913,2322835.0
5vqv1fur3q,79.0,arrowleft,VerticalHorizontal,-9.0,0.24909,2324524.0
5vqv1fur3q,80.0,arrowright,VerticalHorizontal,-27.0,-0.08913,2325741.0
m4puwasx9s,1.0,arrowleft,Ebbinghaus,0.15,1.4,1950341.0
m4puwasx9s,2.0,arrowright,Ebbinghaus,-1.0,-1.4,1952374.0
m4puwasx9s,3.0,arrowleft,Ebbinghaus,1.0,1.4,1953980.0
m4puwasx9s,4.0,arrowleft,Ebbinghaus,-1.0,1.4,1955915.0
m4puwasx9s,5.0,arrowright,Ebbinghaus,1.0,-1.4,1957660.0
m4puwasx9s,6.0,arrowright,Ebbinghaus,-0.15,-1.4,1958882.0
m4puwasx9s,7.0,arrowright,Ebbinghaus,0.15,-1.4,1960606.0
m4puwasx9s,8.0,arrowleft,Ebbinghaus,-0.15,1.4,1962212.0
m4puwasx9s,9.0,arrowup,MullerLyer,-3.0,0.7,1981632.0
m4puwasx9s,10.0,arrowdown,MullerLyer,3.0,-0.7,1983125.0
m4puwasx9s,11.0,arrowup,MullerLyer,-23.0,0.7,1984724.0
m4puwasx9s,12.0,arrowdown,MullerLyer,23.0,-0.7,1986132.0
m4puwasx9s,13.0,arrowup,MullerLyer,23.0,0.7,1987467.0
m4puwasx9s,14.0,arrowdown,MullerLyer,-3.0,-0.7,1988661.0
m4puwasx9s,15.0,arrowdown,MullerLyer,-23.0,-0.7,1990275.0
m4puwasx9s,16.0,arrowup,MullerLyer,3.0,0.7,1991683.0
m4puwasx9s,17.0,arrowright,VerticalHorizontal,4.5,-0.9,2003006.0
m4puwasx9s,18.0,arrowright,VerticalHorizontal,33.0,-0.9,2004254.0
m4puwasx9s,19.0,arrowleft,VerticalHorizontal,4.5,0.9,2005939.0
m4puwasx9s,20.0,arrowright,VerticalHorizontal,-33.0,-0.9,2007798.0
m4puwasx9s,21.0,arrowleft,VerticalHorizontal,-33.0,0.9,2008830.0
m4puwasx9s,22.0,arrowleft,VerticalHorizontal,-4.5,0.9,2010207.0
m4puwasx9s,23.0,arrowright,VerticalHorizontal,-4.5,-0.9,2011507.0
m4puwasx9s,24.0,arrowleft,VerticalHorizontal,33.0,0.9,2012541.0
m4puwasx9s,1.0,arrowdown,MullerLyer,-3.0,-0.18509,2045922.0
m4puwasx9s,2.0,arrowdown,MullerLyer,-15.0,-0.08716,2047564.0
m4puwasx9s,3.0,arrowup,MullerLyer,21.0,0.18509,2048986.0
m4puwasx9s,4.0,arrowup,MullerLyer,15.0,0.45,2050840.0
m4puwasx9s,5.0,arrowup,MullerLyer,27.0,0.45,2052411.0
m4puwasx9s,6.0,arrowdown,MullerLyer,21.0,-0.30447,2053685.0
m4puwasx9s,7.0,arrowup,MullerLyer,3.0,0.18509,2055558.0
m4puwasx9s,8.0,arrowdown,MullerLyer,-27.0,-0.08716,2057253.0
m4puwasx9s,9.0,arrowdown,MullerLyer,-21.0,-0.18509,2058390.0
m4puwasx9s,10.0,arrowup,MullerLyer,-27.0,0.18509,2059771.0
m4puwasx9s,11.0,arrowdown,MullerLyer,3.0,-0.45,2061259.0
m4puwasx9s,12.0,arrowup,MullerLyer,9.0,0.30447,2062527.0
m4puwasx9s,13.0,arrowdown,MullerLyer,9.0,-0.30447,2063973.0
m4puwasx9s,14.0,arrowdown,MullerLyer,27.0,-0.30447,2065276.0
m4puwasx9s,15.0,arrowup,MullerLyer,15.0,0.08716,2066755.0
m4puwasx9s,16.0,arrowup,MullerLyer,21.0,0.30447,2068336.0
m4puwasx9s,17.0,arrowdown,MullerLyer,3.0,-0.18509,2069923.0
m4puwasx9s,18.0,arrowup,MullerLyer,-21.0,0.18509,2071398.0
m4puwasx9s,19.0,arrowdown,MullerLyer,-9.0,-0.18509,2073009.0
m4puwasx9s,20.0,arrowup,MullerLyer,15.0,0.18509,2074678.0
m4puwasx9s,21.0,arrowup,MullerLyer,9.0,0.08716,2076455.0
m4puwasx9s,22.0,arrowup,MullerLyer,-3.0,0.08716,2078848.0
m4puwasx9s,23.0,arrowdown,MullerLyer,27.0,-0.45,2080907.0
m4puwasx9s,24.0,arrowup,MullerLyer,27.0,0.08716,2082579.0
m4puwasx9s,25.0,arrowup,MullerLyer,-21.0,0.08716,2084228.0
m4puwasx9s,26.0,arrowup,MullerLyer,9.0,0.45,2086352.0
m4puwasx9s,27.0,arrowdown,MullerLyer,-21.0,-0.08716,2087949.0
m4puwasx9s,28.0,arrowdown,MullerLyer,-3.0,-0.30447,2089141.0
m4puwasx9s,29.0,arrowdown,MullerLyer,-15.0,-0.18509,2090642.0
m4puwasx9s,30.0,arrowdown,MullerLyer,-3.0,-0.45,2092188.0
m4puwasx9s,31.0,arrowup,MullerLyer,-3.0,0.30447,2093424.0
m4puwasx9s,32.0,arrowdown,MullerLyer,-3.0,-0.08716,2095106.0
m4puwasx9s,33.0,arrowup,MullerLyer,-15.0,0.30447,2096284.0
m4puwasx9s,34.0,arrowdown,MullerLyer,27.0,-0.18509,2097658.0
m4puwasx9s,35.0,arrowdown,MullerLyer,-15.0,-0.45,2099308.0
m4puwasx9s,36.0,arrowup,MullerLyer,3.0,0.08716,2100735.0
m4puwasx9s,37.0,arrowdown,MullerLyer,3.0,-0.30447,2102331.0
m4puwasx9s,38.0,arrowup,MullerLyer,9.0,0.18509,2103883.0
m4puwasx9s,39.0,arrowup,MullerLyer,-27.0,0.08716,2105460.0
m4puwasx9s,40.0,arrowup,MullerLyer,-27.0,0.30447,2106985.0
m4puwasx9s,41.0,arrowup,MullerLyer,-9.0,0.30447,2108221.0
m4puwasx9s,42.0,arrowdown,MullerLyer,-27.0,-0.18509,2109524.0
m4puwasx9s,43.0,arrowup,MullerLyer,15.0,0.30447,2111131.0
m4puwasx9s,44.0,arrowdown,MullerLyer,9.0,-0.45,2112571.0
m4puwasx9s,45.0,arrowup,MullerLyer,-3.0,0.18509,2113663.0
m4puwasx9s,46.0,arrowup,MullerLyer,-21.0,0.30447,2115205.0
m4puwasx9s,47.0,arrowup,MullerLyer,3.0,0.45,2116757.0
m4puwasx9s,48.0,arrowup,MullerLyer,-9.0,0.08716,2118026.0
m4puwasx9s,49.0,arrowdown,MullerLyer,15.0,-0.08716,2119555.0
m4puwasx9s,50.0,arrowdown,MullerLyer,-21.0,-0.45,2121311.0
m4puwasx9s,51.0,arrowdown,MullerLyer,-27.0,-0.30447,2122801.0
m4puwasx9s,52.0,arrowdown,MullerLyer,27.0,-0.08716,2124216.0
m4puwasx9s,53.0,arrowup,MullerLyer,-15.0,0.08716,2125570.0
m4puwasx9s,54.0,arrowdown,MullerLyer,21.0,-0.08716,2127244.0
m4puwasx9s,55.0,arrowup,MullerLyer,21.0,0.08716,2128543.0
m4puwasx9s,56.0,arrowdown,MullerLyer,15.0,-0.45,2129772.0
m4puwasx9s,57.0,arrowdown,MullerLyer,-9.0,-0.30447,2131391.0
m4puwasx9s,58.0,arrowup,MullerLyer,-27.0,0.45,2132844.0
m4puwasx9s,59.0,arrowdown,MullerLyer,3.0,-0.08716,2134312.0
m4puwasx9s,60.0,arrowdown,MullerLyer,-15.0,-0.30447,2136177.0
m4puwasx9s,61.0,arrowdown,MullerLyer,-9.0,-0.45,2137385.0
m4puwasx9s,62.0,arrowdown,MullerLyer,-27.0,-0.45,2138567.0
m4puwasx9s,63.0,arrowup,MullerLyer,27.0,0.30447,2139920.0
m4puwasx9s,64.0,arrowdown,MullerLyer,15.0,-0.18509,2141916.0
m4puwasx9s,65.0,arrowup,MullerLyer,27.0,0.18509,2144075.0
m4puwasx9s,66.0,arrowup,MullerLyer,-3.0,0.45,2145863.0
m4puwasx9s,67.0,arrowdown,MullerLyer,21.0,-0.45,2147697.0
m4puwasx9s,68.0,arrowdown,MullerLyer,21.0,-0.18509,2149466.0
m4puwasx9s,69.0,arrowdown,MullerLyer,15.0,-0.30447,2151614.0
m4puwasx9s,70.0,arrowup,MullerLyer,-9.0,0.18509,2153835.0
m4puwasx9s,71.0,arrowup,MullerLyer,-9.0,0.45,2155433.0
m4puwasx9s,72.0,arrowup,MullerLyer,21.0,0.45,2156613.0
m4puwasx9s,73.0,arrowup,MullerLyer,-15.0,0.45,2158617.0
m4puwasx9s,74.0,arrowup,MullerLyer,-21.0,0.45,2160178.0
m4puwasx9s,75.0,arrowup,MullerLyer,3.0,0.30447,2161715.0
m4puwasx9s,76.0,arrowdown,MullerLyer,-9.0,-0.08716,2163056.0
